Year,Day, HRMIN,TA,prcp,VPD,Srad,GPP,NEE
2004,1,0,-8.86,0,170.7,0,,
2004,1,30,-9.38,0,163.9,0,,
2004,1,100,-9.02,0,183.7,0,,
2004,1,130,-9.11,0,191.6,0,,
2004,1,200,-10.6,0,141.6,0,,
2004,1,230,-11.08,0,129.2,0,,
2004,1,300,-10.01,0,177.2,0,,
2004,1,330,-10.85,0,165.5,0,,
2004,1,400,-11.69,0,142.8,0,,
2004,1,430,-12.93,0,112.1,0,,
2004,1,500,-13.39,0,86.6,0,,
2004,1,530,-13.84,0,68.2,0,,
2004,1,600,-14.22,0,70.4,0,,
2004,1,630,-13.25,0,91.9,0,,
2004,1,700,-13.95,0,80.5,0,,
2004,1,730,-13.35,0,93.5,0,,
2004,1,800,-14.01,0,85.7,0,,
2004,1,830,-14.05,0,91.7,1.008,,
2004,1,900,-14.58,0,84.3,19.51,,
2004,1,930,-12.86,0,107.3,136.9,,
2004,1,1000,-10.57,0,138.3,260.4,,
2004,1,1030,-8.43,0,186.8,363.6,,
2004,1,1100,-6.686,0,228,458.6,,
2004,1,1130,-5.905,0,236.7,540.5,,
2004,1,1200,-4.448,0,291.9,612.4,,
2004,1,1230,-1.689,0,447.4,683.1,,
2004,1,1300,-1.603,0,451.6,724.5,,
2004,1,1330,-1.211,0,483.6,749.6,,
2004,1,1400,-0.519,0,500.1,725.967,,
2004,1,1430,0.385,0,536.3,707.467,,
2004,1,1500,0.576,0,558.9,703.8,,
2004,1,1530,0.751,0,567.6,669,,
2004,1,1600,0.902,0,576.1,490.6,,
2004,1,1630,0.904,0,580.5,362,,
2004,1,1700,0.238,0,543.3,196.8,,
2004,1,1730,0.438,0,557.1,157.6,,
2004,1,1800,-0.338,0,504.7,75.83,,
2004,1,1830,-1.131,0,463.3,0,,
2004,1,1900,-2.925,0,356,0,,
2004,1,1930,-4.079,0,310.7,0,,
2004,1,2000,-4.043,0,317.8,0,,
2004,1,2030,-3.79,0,333.8,0,,
2004,1,2100,-3.963,0,328.5,0,,
2004,1,2130,-4.772,0,305.1,0,,
2004,1,2200,-4.4,0,339.1,0,,
2004,1,2230,-4.906,0,315.3,0,,
2004,1,2300,-6.196,0,273.3,0,,
2004,1,2330,-7.272,0,243,0,,
2004,2,0,-7.98,0,225.3,0,,
2004,2,30,-8.89,0,202.4,0,,
2004,2,100,-9.88,0,176.3,0,,
2004,2,130,-9.98,0,177.8,0,,
2004,2,200,-11.12,0,152.4,0,,
2004,2,230,-11.74,0,140.5,0,,
2004,2,300,-12.84,0,115.1,0,,
2004,2,330,-12.44,0,123.6,0,,
2004,2,400,-14.62,0,62.1,0,,
2004,2,430,-15.12,0,74.6,0,,
2004,2,500,-15.38,0,73.6,0,,
2004,2,530,-16.72,0,57.1,0,,
2004,2,600,-16.18,0,70.3,0,,
2004,2,630,-17.42,0,55.9,0,,
2004,2,700,-16.54,0,66.7,0,,
2004,2,730,-15.52,0,88.5,0,,
2004,2,800,-15.19,0,95.5,0,,
2004,2,830,-15.23,0,95,1.765,,
2004,2,900,-14.62,0,105.2,43.9,,
2004,2,930,-14.55,0,94.3,146.1,,
2004,2,1000,-12.15,0,126.2,253.9,,
2004,2,1030,-10.09,0,163.8,358.1,,
2004,2,1100,-7.393,0,233.6,451.9,,
2004,2,1130,-8.36,0,208.8,540.1,,
2004,2,1200,-7.411,0,220.5,613.3,,
2004,2,1230,-5.912,0,273,668.1,,
2004,2,1300,-4.158,0,338.8,704.8,,
2004,2,1330,-2.627,0,394.5,731.2,,
2004,2,1400,0.189,0,519.7,739.5,,
2004,2,1430,3.257,0,709.2,689.7,,
2004,2,1500,2.759,0,681.4,492.5,,
2004,2,1530,2.849,0,682.4,383.4,,
2004,2,1600,2.675,0,681.4,355.4,,
2004,2,1630,2.343,0,666.6,211.3,,
2004,2,1700,1.923,0,640.4,155.1,,
2004,2,1730,1.617,0,630.8,102.8,,
2004,2,1800,1.348,0,618.5,78.74,,
2004,2,1830,1.163,0,612.6,0,,
2004,2,1900,-0.43,0,533.9,0,,
2004,2,1930,-2.947,0,407.2,0,,
2004,2,2000,-4.139,0,363.3,0,,
2004,2,2030,-5.042,0,329.1,0,,
2004,2,2100,-4.69,0,345.7,0,,
2004,2,2130,-6.2,0,301.6,0,,
2004,2,2200,-7.834,0,267.4,0,,
2004,2,2230,-6.572,0,287.3,0,,
2004,2,2300,-5.611,0,319.2,0,,
2004,2,2330,-6.677,0,305.9,0,,
2004,3,0,-7.014,0,291.6,0,,
2004,3,30,-7.914,0,264.8,0,,
2004,3,100,-8,0,260.2,0,,
2004,3,130,-8.85,0,232.5,0,,
2004,3,200,-9.01,0,230.1,0,,
2004,3,230,-9.85,0,210.2,0,,
2004,3,300,-11.72,0,171.6,0,,
2004,3,330,-12.76,0,149.3,0,,
2004,3,400,-13.03,0,146.9,0,,
2004,3,430,-15.29,0,92.7,0,,
2004,3,500,-13.43,0,133,0,,
2004,3,530,-14.08,0,123.4,0,,
2004,3,600,-15.53,0,89.2,0,,
2004,3,630,-15.62,0,93.7,0,,
2004,3,700,-15.65,0,93.4,0,,
2004,3,730,-16.05,0,88.1,0,,
2004,3,800,-16.41,0,78.2,0,,
2004,3,830,-16.23,0,86.4,1.637,,
2004,3,900,-14.42,0,117.5,44.03,,
2004,3,930,-13.71,0,113.2,149.1,,
2004,3,1000,-9.34,0,206,254.4,,
2004,3,1030,-8.02,0,243.2,356.9,,
2004,3,1100,-8.05,0,244.8,454.3,,
2004,3,1130,-6.223,0,288,536.8,,
2004,3,1200,-4.755,0,334.7,605,,
2004,3,1230,-4.749,0,348,664.8,,
2004,3,1300,-3.562,0,400.8,705.9,,
2004,3,1330,-2.652,0,438,727.7,,
2004,3,1400,-1.801,0,466.2,727.8,,
2004,3,1430,-1.171,0,505.3,731.9,,
2004,3,1500,-0.623,0,526.1,701.9,,
2004,3,1530,-0.094,0,549.9,665.9,,
2004,3,1600,0.369,0,559.9,586.7,,
2004,3,1630,0.105,0,546.7,411.7,,
2004,3,1700,-0.07,0,545,289.9,,
2004,3,1730,-0.448,0,528.2,174.6,,
2004,3,1800,-0.813,0,516.9,67.71,,
2004,3,1830,-1.463,0,483.3,0,,
2004,3,1900,-2.126,0,452.1,0,,
2004,3,1930,-2.323,0,445.2,0,,
2004,3,2000,-2.925,0,412.3,0,,
2004,3,2030,-3.053,0,414.6,0,,
2004,3,2100,-3.712,0,386.1,0,,
2004,3,2130,-4.974,0,338.9,0,,
2004,3,2200,-5.853,0,308.2,0,,
2004,3,2230,-6.874,0,272.9,0,,
2004,3,2300,-7.572,0,259.3,0,,
2004,3,2330,-7.693,0,253.5,0,,
2004,4,0,-9.16,0,206.5,0,,
2004,4,30,-8.39,0,226.2,0,,
2004,4,100,-7.445,0,257.8,0,,
2004,4,130,-8.77,0,219.3,0,,
2004,4,200,-10.24,0,177.6,0,,
2004,4,230,-12.09,0,134.7,0,,
2004,4,300,-12.84,0,129.5,0,,
2004,4,330,-12.32,0,141.9,0,,
2004,4,400,-12.19,0,148.3,0,,
2004,4,430,-13.99,0,113.2,0,,
2004,4,500,-13.46,0,127.4,0,,
2004,4,530,-13.76,0,123.3,0,,
2004,4,600,-15.3,0,98.2,0,,
2004,4,630,-16.02,0,88.2,0,,
2004,4,700,-16.81,0,77.4,0,,
2004,4,730,-17.02,0,74.2,0,,
2004,4,800,-17.7,0,67.1,0,,
2004,4,830,-17.66,0,67,0.996,,
2004,4,900,-17.43,0,69.4,42.91,,
2004,4,930,-15.4,0,85.3,147.5,,
2004,4,1000,-13.56,0,110.8,255,,
2004,4,1030,-10.82,0,170.7,361.1,,
2004,4,1100,-8.87,0,220.4,460.6,,
2004,4,1130,-7.01,0,272.3,574.6,,
2004,4,1200,-5.956,0,315.4,578,,
2004,4,1230,-4.079,0,378.7,657.3,,
2004,4,1300,-2.712,0,439.4,696.6,,
2004,4,1330,-1.184,0,509.8,697.2,,
2004,4,1400,0.492,0,591.7,752.4,,
2004,4,1430,0.285,0,584.2,504.2,,
2004,4,1500,-0.238,0,561.9,348,,
2004,4,1530,-0.418,0,552,274.9,,
2004,4,1600,-0.612,0,542.5,208.3,,
2004,4,1630,-0.672,0,537.3,166,,
2004,4,1700,-0.824,0,530.7,130.8,,
2004,4,1730,-0.619,0,542.8,229.2,,
2004,4,1800,-1.145,0,527.6,93.5,,
2004,4,1830,-2.168,0,486.6,0,,
2004,4,1900,-2.952,0,455.5,0,,
2004,4,1930,-3.781,0,417.7,0,,
2004,4,2000,-4.834,0,375.8,0,,
2004,4,2030,-6.201,0,330.9,0,,
2004,4,2100,-7.203,0,299.6,0,,
2004,4,2130,-5.75,0,344.9,0,,
2004,4,2200,-5.546,0,358.5,0,,
2004,4,2230,-5.526,0,368.8,0,,
2004,4,2300,-6.202,0,348.9,0,,
2004,4,2330,-8.6,0,281.5,0,,
2004,5,0,-8.35,0,280,0,,
2004,5,30,-9.22,0,256.9,0,,
2004,5,100,-9.74,0,247.9,0,,
2004,5,130,-10.82,0,225.7,0,,
2004,5,200,-11.04,0,222.7,0,,
2004,5,230,-12.52,0,188.8,0,,
2004,5,300,-14.07,0,155.7,0,,
2004,5,330,-15.01,0,136.6,0,,
2004,5,400,-14.93,0,133,0,,
2004,5,430,-15.31,0,131.3,0,,
2004,5,500,-16.03,0,113.2,0,,
2004,5,530,-16.51,0,104.8,0,,
2004,5,600,-17.28,0,95.9,0,,
2004,5,630,-16.65,0,108.3,0,,
2004,5,700,-17.57,0,97,0,,
2004,5,730,-18.27,0,91,0,,
2004,5,800,-18.89,0,71.1,0,,
2004,5,830,-17.62,0,93.8,1.328,,
2004,5,900,-18.23,0,92.1,41.98,,
2004,5,930,-16.06,0,108.8,142.3,,
2004,5,1000,-13.9,0,141.7,233,,
2004,5,1030,-12.21,0,171.8,362.7,,
2004,5,1100,-10.96,0,195.6,456.6,,
2004,5,1130,-8.95,0,240,536,,
2004,5,1200,-7.801,0,272.4,594.7,,
2004,5,1230,-6.711,0,300.9,664.9,,
2004,5,1300,-5.719,0,342.6,706.3,,
2004,5,1330,-4.24,0,384.4,723,,
2004,5,1400,-2.741,0,434.6,715.5,,
2004,5,1430,-2.154,0,456.9,611.1,,
2004,5,1500,-1.355,0,484.1,493.2,,
2004,5,1530,-0.036,0,546.2,507.9,,
2004,5,1600,0.468,0,571.8,471.9,,
2004,5,1630,0.099,0,554.7,313.3,,
2004,5,1700,-0.226,0,541.9,189.6,,
2004,5,1730,-0.436,0,528.7,196.9,,
2004,5,1800,-0.582,0,521.5,203.6,,
2004,5,1830,-1.183,0,493.7,0,,
2004,5,1900,-3.402,0,404.4,0,,
2004,5,1930,-5.066,0,345.4,0,,
2004,5,2000,-6.008,0,311,0,,
2004,5,2030,-7.114,0,270,0,,
2004,5,2100,-8.5,0,240.2,0,,
2004,5,2130,-9.27,0,220.3,0,,
2004,5,2200,-10.28,0,195.6,0,,
2004,5,2230,-10.45,0,193.2,0,,
2004,5,2300,-11.51,0,174.3,0,,
2004,5,2330,-12.24,0,157,0,,
2004,6,0,-11.1,0,176.4,0,,
2004,6,30,-13,0,140.8,0,,
2004,6,100,-14.05,0,110.8,0,,
2004,6,130,-13.04,0,138.4,0,,
2004,6,200,-13.52,0,132.1,0,,
2004,6,230,-14.2,0,103.8,0,,
2004,6,300,-14.44,0,103.6,0,,
2004,6,330,-13.97,0,111.4,0,,
2004,6,400,-14.54,0,104,0,,
2004,6,430,-15.09,0,91.4,0,,
2004,6,500,-13.89,0,122.5,0,,
2004,6,530,-16.01,0,85.6,0,,
2004,6,600,-15.26,0,97.7,0,,
2004,6,630,-14.79,0,103.9,0,,
2004,6,700,-14.58,0,109.7,0,,
2004,6,730,-15.61,0,87.3,0,,
2004,6,800,-15.05,0,98.6,0,,
2004,6,830,-15.9,0,84.3,0.785,,
2004,6,900,-15.52,0,88.1,39.18,,
2004,6,930,-13.43,0,122,117.8,,
2004,6,1000,-10.21,0,180.3,240.1,,
2004,6,1030,-7.692,0,255.5,228.6,,
2004,6,1100,-7.318,0,264.6,393.8,,
2004,6,1130,-6.58,0,287.9,493.9,,
2004,6,1200,-4.531,0,342.2,525.1,,
2004,6,1230,-2.498,0,416.8,557.5,,
2004,6,1300,-1.546,0,464,620.9,,
2004,6,1330,-1.147,0,479.5,506.9,,
2004,6,1400,-0.833,0,490.6,441.5,,
2004,6,1430,-0.919,0,484.4,239.4,,
2004,6,1500,-1.063,0,477.1,146.7,,
2004,6,1530,-1.059,0,457,137.5,,
2004,6,1600,-1.252,0,434.5,121.6,,
2004,6,1630,-0.908,0,452,172.4,,
2004,6,1700,0.313,0,518.9,289.1,,
2004,6,1730,0.144,0,523.2,146.7,,
2004,6,1800,-0.527,0,487.2,55.24,,
2004,6,1830,-0.908,0,468.6,0,,
2004,6,1900,-1.182,0,456.8,0,,
2004,6,1930,-1.833,0,421.5,0,,
2004,6,2000,-2.516,0,388.8,0,,
2004,6,2030,-3.843,0,325.5,0,,
2004,6,2100,-3.945,0,306.6,0,,
2004,6,2130,-3.77,0,296.5,0,,
2004,6,2200,-4.101,0,264.4,0,,
2004,6,2230,-4.251,0,254.2,0,,
2004,6,2300,-4.68,0,227.8,0,,
2004,6,2330,-5.363,0,192.3,0,,
2004,7,0,-4.845,0,217.8,0,,
2004,7,30,-5.371,0,207,0,,
2004,7,100,-5.543,0,221.9,0,,
2004,7,130,-5.337,0,259.7,0,,
2004,7,200,-6.516,0,227.8,0,,
2004,7,230,-7.181,0,218.9,0,,
2004,7,300,-7.937,0,205.8,0,,
2004,7,330,-8.54,0,193.6,0,,
2004,7,400,-9.28,0,176.9,0,,
2004,7,430,-9.83,0,168.1,0,,
2004,7,500,-11.39,0,135.8,0,,
2004,7,530,-11.23,0,138.5,0,,
2004,7,600,-11.23,0,141.5,0,,
2004,7,630,-10.81,0,153.2,0,,
2004,7,700,-11.18,0,148.4,0,,
2004,7,730,-10.31,0,169.3,0,,
2004,7,800,-11.81,0,135.6,0,,
2004,7,830,-13.02,0,102.4,0.859,,
2004,7,900,-13.84,0,89,41.07,,
2004,7,930,-12.3,0,108.6,141.4,,
2004,7,1000,-9.24,0,170.6,244.3,,
2004,7,1030,-7.074,0,233.3,346.3,,
2004,7,1100,-6.962,0,232.3,445.1,,
2004,7,1130,-6.415,0,247,541.5,,
2004,7,1200,-5.695,0,273,615.4,,
2004,7,1230,-5.267,0,287.2,672.7,,
2004,7,1300,-4.605,0,313.1,706.1,,
2004,7,1330,-3.975,0,343.8,725.8,,
2004,7,1400,-3.598,0,358.7,730.8,,
2004,7,1430,-2.617,0,398.8,715.3,,
2004,7,1500,-2.305,0,421.1,687.9,,
2004,7,1530,-1.656,0,457.5,632.5,,
2004,7,1600,-2.667,0,419.9,224.9,,
2004,7,1630,-2.649,0,411.9,302.2,,
2004,7,1700,-2.165,0,424,294.1,,
2004,7,1730,-2.729,0,394.7,149.6,,
2004,7,1800,-2.916,0,386.5,122.9,,
2004,7,1830,-3.31,0,378.7,0,,
2004,7,1900,-3.831,0,365.2,0,,
2004,7,1930,-4.189,0,360.2,0,,
2004,7,2000,-6.3,0,279,0,,
2004,7,2030,-7.329,0,255.6,0,,
2004,7,2100,-8.89,0,226.5,0,,
2004,7,2130,-8.23,0,238.4,0,,
2004,7,2200,-8.39,0,245.7,0,,
2004,7,2230,-9.89,0,209.2,0,,
2004,7,2300,-9.45,0,226.3,0,,
2004,7,2330,-10.56,0,199,0,,
2004,8,0,-11.2,0,185.1,0,,
2004,8,30,-11.25,0,181,0,,
2004,8,100,-10.44,0,199.8,0,,
2004,8,130,-9.87,0,191.7,0,,
2004,8,200,-9.51,0,187.9,0,,
2004,8,230,-10.54,0,163.2,0,,
2004,8,300,-11.5,0,139,0,,
2004,8,330,-11.22,0,155.3,0,,
2004,8,400,-12.18,0,135.7,0,,
2004,8,430,-11.75,0,135.8,0,,
2004,8,500,-11.68,0,126.5,0,,
2004,8,530,-10.83,0,141.6,0,,
2004,8,600,-11.19,0,136.4,0,,
2004,8,630,-11.19,0,135.7,0,,
2004,8,700,-10.24,0,138.2,0,,
2004,8,730,-9.64,0,138.8,0,,
2004,8,800,-10.11,0,113.6,0,,
2004,8,830,-11.16,0,93.1,0.808,,
2004,8,900,-11.99,0,88.2,25.08,,
2004,8,930,-11,0,95.6,104.1,,
2004,8,1000,-8.44,0,158,212.8,,
2004,8,1030,-7.674,0,201,366.9,,
2004,8,1100,-6.389,0,262.2,446.6,,
2004,8,1130,-5.909,0,282.7,440.5,,
2004,8,1200,-4.962,0,313.3,659.2,,
2004,8,1230,-4.415,0,330.7,718,,
2004,8,1300,-4.297,0,337.4,743.7,,
2004,8,1330,-4.535,0,319.2,688.9,,
2004,8,1400,-4.893,0,305.7,405.5,,
2004,8,1430,-4.947,0,320.4,260.8,,
2004,8,1500,-4.956,0,325.6,238.8,,
2004,8,1530,-4.985,0,320.6,224.2,,
2004,8,1600,-4.535,0,331,221.9,,
2004,8,1630,-4.357,0,344.4,173.5,,
2004,8,1700,-4.778,0,341.9,150.6,,
2004,8,1730,-4.98,0,325,70.66,,
2004,8,1800,-5.56,0,291.4,40.98,,
2004,8,1830,-6.754,0,235.4,0,,
2004,8,1900,-6.755,0,248.1,0,,
2004,8,1930,-6.437,0,269.4,0,,
2004,8,2000,-6.655,0,260.3,0,,
2004,8,2030,-7.6,0,210.3,0,,
2004,8,2100,-7.805,0,200.8,0,,
2004,8,2130,-7.959,0,197.4,0,,
2004,8,2200,-8.11,0,192.4,0,,
2004,8,2230,-8.79,0,133.3,0,,
2004,8,2300,-9.56,0,74.7,0,,
2004,8,2330,-10.15,0,47.2,0,,
2004,9,0,-10.68,0,39.5,0,,
2004,9,30,-11.17,0,39.3,0,,
2004,9,100,-11.54,0,44.5,0,,
2004,9,130,-13.12,0,36.2,0,,
2004,9,200,-12.8,0,47.7,0,,
2004,9,230,-12.82,0,62.4,0,,
2004,9,300,-13.43,0,60.4,0,,
2004,9,330,-13.67,0,58.7,0,,
2004,9,400,-14.83,0,50.1,0,,
2004,9,430,-14.93,0,49,0,,
2004,9,500,-14.24,0,63.1,0,,
2004,9,530,-14.73,0,57.5,0,,
2004,9,600,-14.93,0,49,0,,
2004,9,630,-14.98,0,53.7,0,,
2004,9,700,-16.6,0,40,0,,
2004,9,730,-17.02,0,38.4,0,,
2004,9,800,-16.93,0,41.1,0,,
2004,9,830,-16.88,0,43.6,0.538,,
2004,9,900,-15.97,0,50.4,88.3,,
2004,9,930,-14.14,0,68.8,249.5,,
2004,9,1000,-12.33,0,89.5,356.7,,
2004,9,1030,-10.64,0,116.7,454,,
2004,9,1100,-9.3,0,138.9,494.1,,
2004,9,1130,-9.16,0,136.3,542.5,,
2004,9,1200,-8.68,0,156.9,617.8,,
2004,9,1230,-8.23,0,178.9,637.7,,
2004,9,1300,-7.191,0,228.3,549.7,,
2004,9,1330,-6.496,0,262.3,541,,
2004,9,1400,-5.916,0,294,487.1,,
2004,9,1430,-5.633,0,308.5,451.3,,
2004,9,1500,-5.027,0,328.8,494.3,,
2004,9,1530,-4.151,0,364.5,465.5,,
2004,9,1600,-3.92,0,377.7,324.1,,
2004,9,1630,-3.464,0,394.3,245.8,,
2004,9,1700,-3.623,0,390.7,193.6,,
2004,9,1730,-3.701,0,388.1,118.4,,
2004,9,1800,-3.748,0,386,68.32,,
2004,9,1830,-4.201,0,348,23.68,,
2004,9,1900,-4.785,0,318.3,0,,
2004,9,1930,-5.18,0,299.3,0,,
2004,9,2000,-5.354,0,280.8,0,,
2004,9,2030,-4.976,0,300.5,0,,
2004,9,2100,-5.571,0,262.7,0,,
2004,9,2130,-5.998,0,243.2,0,,
2004,9,2200,-5.523,0,266.7,0,,
2004,9,2230,-5.802,0,265,0,,
2004,9,2300,-6.134,0,249.6,0,,
2004,9,2330,-6.375,0,244.1,0,,
2004,10,0,-6.882,0,231.1,0,,
2004,10,30,-8.28,0,195,0,,
2004,10,100,-8.98,0,186.6,0,,
2004,10,130,-8.61,0,198.5,0,,
2004,10,200,-11.22,0,130.6,0,,
2004,10,230,-11.46,0,127.3,0,,
2004,10,300,-11.09,0,137,0,,
2004,10,330,-12.27,0,120.4,0,,
2004,10,400,-13.12,0,92.1,0,,
2004,10,430,-12.99,0,97.2,0,,
2004,10,500,-13.94,0,89.5,0,,
2004,10,530,-14.32,0,83.2,0,,
2004,10,600,-14.7,0,81,0,,
2004,10,630,-15.88,0,69.3,0,,
2004,10,700,-15.9,0,71.1,0,,
2004,10,730,-16.03,0,63.3,0,,
2004,10,800,-15.65,0,70.1,0,,
2004,10,830,-17.12,0,53.9,1.855,,
2004,10,900,-16.05,0,65.8,41.6,,
2004,10,930,-12.58,0,115.2,143.5,,
2004,10,1000,-12.11,0,121.9,249.8,,
2004,10,1030,-10.61,0,150.8,353,,
2004,10,1100,-8.73,0,192.3,447.2,,
2004,10,1130,-7.491,0,225.6,529.9,,
2004,10,1200,-6.881,0,244.6,602.3,,
2004,10,1230,-5.798,0,272.2,657.7,,
2004,10,1300,-4.945,0,299.5,696.3,,
2004,10,1330,-3.805,0,339.7,717.6,,
2004,10,1400,-3.192,0,369.9,722.9,,
2004,10,1430,-2.086,0,423.3,710.2,,
2004,10,1500,-1.557,0,450,664.9,,
2004,10,1530,-1.397,0,462.7,354.6,,
2004,10,1600,-0.813,0,492.9,434.8,,
2004,10,1630,-0.007,0,532,489.4,,
2004,10,1700,0.789,0,581.8,379.9,,
2004,10,1730,0.089,0,551,232.6,,
2004,10,1800,-0.79,0,511,124.2,,
2004,10,1830,-1.548,0,480.7,51.12,,
2004,10,1900,-4.094,0,386.3,0,,
2004,10,1930,-5.104,0,348.7,0,,
2004,10,2000,-5.545,0,329.8,0,,
2004,10,2030,-5.952,0,304.1,0,,
2004,10,2100,-6.068,0,307,0,,
2004,10,2130,-7.297,0,239.4,0,,
2004,10,2200,-7.001,0,254.7,0,,
2004,10,2230,-7.154,0,258.9,0,,
2004,10,2300,-8.01,0,226.3,0,,
2004,10,2330,-8.67,0,221.1,0,,
2004,11,0,-8.93,0,223.6,0,,
2004,11,30,-8.64,0,225,0,,
2004,11,100,-8.43,0,230.1,0,,
2004,11,130,-10.63,0,159.9,0,,
2004,11,200,-11.25,0,154.6,0,,
2004,11,230,-11.14,0,168.5,0,,
2004,11,300,-12.08,0,149.7,0,,
2004,11,330,-12.87,0,141.2,0,,
2004,11,400,-12.66,0,133.3,0,,
2004,11,430,-12.43,0,142.5,0,,
2004,11,500,-12.44,0,151.2,0,,
2004,11,530,-14.13,0,119.7,0,,
2004,11,600,-14.08,0,120.4,0,,
2004,11,630,-14.42,0,119.1,0,,
2004,11,700,-13.77,0,121.9,0,,
2004,11,730,-14.73,0,95.8,0,,
2004,11,800,-15.62,0,94.8,0,,
2004,11,830,-15.58,0,95.5,2.035,,
2004,11,900,-14.94,0,104.3,47.57,,
2004,11,930,-14.24,0,92.1,124.6,,
2004,11,1000,-11.79,0,133.1,244.6,,
2004,11,1030,-8.12,0,230.2,352.3,,
2004,11,1100,-7.327,0,253.8,447.2,,
2004,11,1130,-5.26,0,309.6,529.1,,
2004,11,1200,-4.867,0,322.6,601.5,,
2004,11,1230,-4.01,0,356.9,640.7,,
2004,11,1300,-2.618,0,411.3,695.4,,
2004,11,1330,-2.176,0,429.9,697.6,,
2004,11,1400,-1.469,0,459.6,703.2,,
2004,11,1430,-0.347,0,509.5,683.6,,
2004,11,1500,0.125,0,534,608.1,,
2004,11,1530,0.948,0,572.9,542.5,,
2004,11,1600,0.801,0,565.2,470.3,,
2004,11,1630,0.426,0,547.8,354.5,,
2004,11,1700,0.81,0,565,411.6,,
2004,11,1730,0.877,0,567,280.9,,
2004,11,1800,0.114,0,531.7,97.7,,
2004,11,1830,-1.08,0,476.5,22.92,,
2004,11,1900,-2.778,0,417.7,0,,
2004,11,1930,-5.293,0,327.6,0,,
2004,11,2000,-6.317,0,292,0,,
2004,11,2030,-6.043,0,293.5,0,,
2004,11,2100,-6.903,0,277.6,0,,
2004,11,2130,-7.99,0,251.3,0,,
2004,11,2200,-7.654,0,248.9,0,,
2004,11,2230,-7.927,0,240.7,0,,
2004,11,2300,-7.767,0,246.9,0,,
2004,11,2330,-8.85,0,224.3,0,,
2004,12,0,-8.48,0,232.1,0,,
2004,12,30,-8.53,0,228.3,0,,
2004,12,100,-8.39,0,228.9,0,,
2004,12,130,-7.783,0,243.2,0,,
2004,12,200,-7.807,0,246.9,0,,
2004,12,230,-7.946,0,238.6,0,,
2004,12,300,-9.73,0,190.9,0,,
2004,12,330,-9.32,0,200.9,0,,
2004,12,400,-9.57,0,197.6,0,,
2004,12,430,-10.07,0,191.7,0,,
2004,12,500,-9.93,0,193.4,0,,
2004,12,530,-9.13,0,208.6,0,,
2004,12,600,-8.09,0,230.3,0,,
2004,12,630,-8.82,0,199.8,0,,
2004,12,700,-9.54,0,174.4,0,,
2004,12,730,-8.84,0,159.4,0,,
2004,12,800,-8.36,0,126.1,0,,
2004,12,830,-9.66,0,119.6,0.484,,
2004,12,900,-9.18,0,121.4,45.19,,
2004,12,930,-7.924,0,132.3,97.9,,
2004,12,1000,-7.305,0,153.7,150.7,,
2004,12,1030,-6.746,0,167.8,189.9,,
2004,12,1100,-5.814,0,197.7,255.2,,
2004,12,1130,-4.676,0,216,397.6,,
2004,12,1200,-5.311,0,181.5,221.4,,
2004,12,1230,-4.484,0,217.1,297.1,,
2004,12,1300,-3.551,0,273.4,356,,
2004,12,1330,-2.322,0,330.8,692.1,,
2004,12,1400,-2.36,0,344.2,479.2,,
2004,12,1430,-3.202,0,274.7,200.6,,
2004,12,1500,-4.857,0,170.1,185.8,,
2004,12,1530,-3.195,0,243.6,382.8,,
2004,12,1600,-4.948,0,161.5,80.5,,
2004,12,1630,-5.471,0,146.7,54.45,,
2004,12,1700,-6.759,0,80.4,102.5,,
2004,12,1730,-5.764,0,104.3,217.7,,
2004,12,1800,-5.963,0,97.4,117.7,,
2004,12,1830,-5.793,0,104.4,62.97,,
2004,12,1900,-6.739,0,88.3,0,,
2004,12,1930,-6.945,0,101,0,,
2004,12,2000,-6.923,0,95.1,0,,
2004,12,2030,-7.36,0,80.6,0,,
2004,12,2100,-8.74,0,62.8,0,,
2004,12,2130,-9.57,0,53.2,0,,
2004,12,2200,-10.1,0,64.9,0,,
2004,12,2230,-10.78,0,62.4,0,,
2004,12,2300,-11.13,0,59.1,0,,
2004,12,2330,-11.87,0,44.5,0,,
2004,13,0,-12.32,0,44.9,0,,
2004,13,30,-12.56,0,48.1,0,,
2004,13,100,-12.5,0,54.8,0,,
2004,13,130,-12.65,0,63.9,0,,
2004,13,200,-14.43,0,42.7,0,,
2004,13,230,-14.36,0,45.7,0,,
2004,13,300,-14.72,0,40.6,0,,
2004,13,330,-14.44,0,46.2,0,,
2004,13,400,-15.92,0,41.6,0,,
2004,13,430,-16.68,0,31.6,0,,
2004,13,500,-16.3,0,30.9,0,,
2004,13,530,-15.29,0,36.3,0,,
2004,13,600,-15.44,0,34.9,0,,
2004,13,630,-15.89,0,31.5,0,,
2004,13,700,-15.08,0,36,0,,
2004,13,730,-14.87,0,40.2,0,,
2004,13,800,-14.79,0,38.2,0,,
2004,13,830,-14.32,0,46,0.145,,
2004,13,900,-14.64,0,45.3,14.79,,
2004,13,930,-13.49,0,57.3,76.2,,
2004,13,1000,-12.05,0,70.6,109,,
2004,13,1030,-10.64,0,92.7,166.4,,
2004,13,1100,-9.88,0,105,238.9,,
2004,13,1130,-8.78,0,127.7,406.7,,
2004,13,1200,-6.784,0,178.9,622.7,,
2004,13,1230,-6.017,0,204,670.3,,
2004,13,1300,-5.7,0,226.4,645.6,,
2004,13,1330,-4.878,0,249.5,553.8,,
2004,13,1400,-4.208,0,276,603.7,,
