Year,Day, HRMIN,TA,prcp,VPD,Srad,GPP,NEE
2004,99,1300,9.32,0,1092.7,1082,,
2004,99,1330,9.93,0,1161.4,844,,
2004,99,1400,10.74,0,1242.9,992,,
2004,99,1430,10.58,0,1230.4,963,,
2004,99,1500,11.04,0,1273.9,1079,,
2004,99,1530,10.89,0,1260.1,730.8,,
2004,99,1600,10.61,0,1235.9,562.7,,
2004,99,1630,10.54,0,1231.1,465.9,,
2004,99,1700,10.5,0,1223.3,409.3,,
2004,99,1730,11.18,0,1279.2,543.4,,
2004,99,1800,11.27,0,1292,478.6,,
2004,99,1830,11.64,0,1327.4,411,,
2004,99,1900,10.89,0,1261.9,216.8,,
2004,99,1930,9.64,0,1157.6,43.48,,
2004,99,2000,6.883,0,941.5,0,,
2004,99,2030,4.826,0,806.6,0,,
2004,99,2100,3.926,0,750.5,0,,
2004,99,2130,2.334,0,663.4,0,,
2004,99,2200,2.098,0,650.3,0,,
2004,99,2230,1.018,0,591.3,0,,
2004,99,2300,0.048,0,545.3,0,,
2004,99,2330,-0.631,0,518.6,0,,
2004,100,0,-1.442,0,485.6,0,,
2004,100,30,-2.558,0,438.8,0,,
2004,100,100,-1.902,0,461.7,0,,
2004,100,130,-4.29,0,345.2,0,,
2004,100,200,-2.661,0,413,0,,
2004,100,230,-2.797,0,420.7,0,,
2004,100,300,-1.745,0,463,0,,
2004,100,330,-4.048,0,358.1,0,,
2004,100,400,-1.719,0,431.7,0,,
2004,100,430,-2.62,0,385.9,0,,
2004,100,500,-3.293,0,352.2,0,,
2004,100,530,-6.067,0,272,0,,
2004,100,600,-6.158,0,261.1,0,,
2004,100,630,-5.77,0,273.3,0,,
2004,100,700,-5.685,0,261.1,0,,
2004,100,730,-5.585,0,273.2,12.09,,
2004,100,800,-3.769,0,326.5,114.1,,
2004,100,830,-1.576,0,399.9,221.6,,
2004,100,900,1.308,0,520.8,331.6,,
2004,100,930,1.948,0,537.6,440.5,,
2004,100,1000,3.722,0,593.4,546.4,,
2004,100,1030,5.576,0,690.7,667.2,,
2004,100,1100,6.433,0,755.1,773.6,,
2004,100,1130,7.073,0,790.3,882,,
2004,100,1200,7.874,0,839.8,969,,
2004,100,1230,8.78,0,912.5,1063,,
2004,100,1300,9.66,0,997.6,1080,,
2004,100,1330,10.26,0,1007.3,858.05,,
2004,100,1400,10.01,0,999.2,676.7,,
2004,100,1430,10,0,1009.2,612.5,,
2004,100,1500,9.93,0,1006.3,461.5,,
2004,100,1530,8.48,0,860.5,130.1,,
2004,100,1600,6.47,0,641.7,90.7,,
2004,100,1630,5.008,0,483,151.4,,
2004,100,1700,4.546,0,454.4,327.5,,
2004,100,1730,5.268,0,515,293,,
2004,100,1800,4.003,0,399.4,175.2,,
2004,100,1830,3.837,0,375.2,68.6,,
2004,100,1900,3.457,0,364.5,72.71,,
2004,100,1930,2.286,0,248.5,9.42,,
2004,100,2000,1.293,0,163.2,0,,
2004,100,2030,-0.216,0,38.5,0,,
2004,100,2100,-0.312,0,40,0,,
2004,100,2130,-0.104,0,62.5,0,,
2004,100,2200,-0.115,0,66.6,0,,
2004,100,2230,-0.45,0,53.2,0,,
2004,100,2300,-1.73,0,27.4,0,,
2004,100,2330,-1.243,0,25.7,0,,
2004,101,0,-0.992,0,39.8,0,,
2004,101,30,-0.529,0,62.3,0,,
2004,101,100,-0.296,0,78.9,0,,
2004,101,130,-0.998,0,45.4,0,,
2004,101,200,-1.69,0,20,0,,
2004,101,230,-1.679,0,17.8,0,,
2004,101,300,-1.52,0,21.9,0,,
2004,101,330,-1.752,0,18.8,0,,
2004,101,400,-1.625,0,19.5,0,,
2004,101,430,-1.692,0,26.4,0,,
2004,101,500,-1.428,0,36.3,0,,
2004,101,530,-1.366,0,44.2,0,,
2004,101,600,-1.506,0,42.1,0,,
2004,101,630,-1.747,0,30.6,0,,
2004,101,700,-1.612,0,30.4,0,,
2004,101,730,-1.716,0,27.5,4.029,,
2004,101,800,-1.288,0,42.3,30.25,,
2004,101,830,-1.011,0,51.6,51.75,,
2004,101,900,-0.574,0,72.1,203,,
2004,101,930,0.263,0,104,278.2,,
2004,101,1000,0.777,0.25,124.1,242,,
2004,101,1030,1.659,0.25,168.5,422.7,,
2004,101,1100,3.362,0.1,305.1,691.9,,
2004,101,1130,4.523,0.1,426.9,859,,
2004,101,1200,5.684,0,546.7,844,,
2004,101,1230,6.759,0,686.2,783,,
2004,101,1300,7.093,0.05,789.5,476.2,,
2004,101,1330,7.511,0.05,796.2,766.1,,
2004,101,1400,8.22,0,885.6,608.6,,
2004,101,1430,8.41,0,931.3,819,,
2004,101,1500,8.49,0,911.7,695.9,,
2004,101,1530,8.89,0,945.9,1007,,
2004,101,1600,9.49,0,1031.7,561.1,,
2004,101,1630,9.3,0,1016.3,495.1,,
2004,101,1700,10.04,0,1069.5,608,,
2004,101,1730,10.59,0,1140,550.4,,
2004,101,1800,10.19,0,1122.5,395.4,,
2004,101,1830,10.15,0,1125.8,295.4,,
2004,101,1900,9.02,0,1039.2,51.53,,
2004,101,1930,8.76,0,1029.7,27.09,,
2004,101,2000,7.916,0,968.4,0,,
2004,101,2030,5.849,0,817.6,0,,
2004,101,2100,5.281,0,782.3,0,,
2004,101,2130,3.779,0,692.8,0,,
2004,101,2200,3.418,0,663.8,0,,
2004,101,2230,3.642,0,681.6,0,,
2004,101,2300,4.008,0,695.5,0,,
2004,101,2330,2.242,0,564.4,0,,
2004,102,0,1.187,0,512.4,0,,
2004,102,30,-0.206,0,452.9,0,,
2004,102,100,-0.5,0,433.4,0,,
2004,102,130,-1.076,0,397.4,0,,
2004,102,200,-0.472,0,426,0,,
2004,102,230,0.029,0,443.4,0,,
2004,102,300,0.173,0,447.3,0,,
2004,102,330,-0.838,0,401.2,0,,
2004,102,400,-2.141,0,343.4,0,,
2004,102,430,-2.36,0,334.6,0,,
2004,102,500,-3.008,0,309.5,0,,
2004,102,530,-2.9,0,284.2,0,,
2004,102,600,-2.807,0,225.7,0,,
2004,102,630,-3.475,0,204.8,0,,
2004,102,700,-4.281,0,185.3,0,,
2004,102,730,-3.127,0,227.4,20.95,,
2004,102,800,-3.195,0,207,62.18,,
2004,102,830,-2.698,0,221.5,108,,
2004,102,900,-0.03,0,320.9,148.4,,
2004,102,930,1.291,0,370.6,120.9,,
2004,102,1000,2.122,0,426.8,293.9,,
2004,102,1030,4.454,0,555.5,628.3,,
2004,102,1100,5.984,0,666.6,620.9,,
2004,102,1130,4.708,0,602.5,344.1,,
2004,102,1200,5.826,0,701.5,582.3,,
2004,102,1230,5.887,0,723,485.5,,
2004,102,1300,6.706,0,786.8,633.7,,
2004,102,1330,7.421,0,835.2,693.5,,
2004,102,1400,8.6,0,946.2,721,,
2004,102,1430,7.418,0,843.8,332,,
2004,102,1500,6.555,0,722.9,867,,
2004,102,1530,7.615,0,813.3,716.1,,
2004,102,1600,7.82,0,846.3,455.6,,
2004,102,1630,8.9,0,947.1,581.1,,
2004,102,1700,9.63,0,1022.2,572.5,,
2004,102,1730,10.47,0,1114.4,613.5,,
2004,102,1800,10.92,0,1206.3,477.9,,
2004,102,1830,10.5,0,1172.8,319.4,,
2004,102,1900,9.76,0,1125.6,152,,
2004,102,1930,9.03,0,1071.7,50.41,,
2004,102,2000,8.24,0,1012,0,,
2004,102,2030,6.808,0,910.5,0,,
2004,102,2100,6.703,0,910.8,0,,
2004,102,2130,5.519,0,828.3,0,,
2004,102,2200,4.169,0,743.1,0,,
2004,102,2230,2.18,0,637.7,0,,
2004,102,2300,1.164,0,586.2,0,,
2004,102,2330,0.716,0,562.6,0,,
2004,103,0,0.125,0,526.1,0,,
2004,103,30,-0.35,0,497.8,0,,
2004,103,100,0.025,0,505.9,0,,
2004,103,130,-1.178,0,458.3,0,,
2004,103,200,-1.125,0,459,0,,
2004,103,230,-2.336,0,399,0,,
2004,103,300,-1.979,0,415.1,0,,
2004,103,330,-1.3,0,444.4,0,,
2004,103,400,-2.848,0,336.4,0,,
2004,103,430,-1.906,0,395.8,0,,
2004,103,500,-3.268,0,303.7,0,,
2004,103,530,-3.318,0,349.7,0,,
2004,103,600,-2.421,0,399.5,0,,
2004,103,630,-4.377,0,308.4,0,,
2004,103,700,-4.421,0,317.6,0,,
2004,103,730,-3.957,0,330.3,9.69,,
2004,103,800,-3.458,0,345.8,89.7,,
2004,103,830,-1.565,0,399,174.7,,
2004,103,900,-0.387,0,422.9,364.8,,
2004,103,930,2.301,0,576.8,471.8,,
2004,103,1000,3.776,0,662.7,577.1,,
2004,103,1030,5.778,0,782.2,676.2,,
2004,103,1100,6.744,0,848.4,778.8,,
2004,103,1130,8.68,0,988.2,884,,
2004,103,1200,8.78,0,991,652.8,,
2004,103,1230,9.25,0,1021.1,890,,
2004,103,1300,9.71,0,1052.9,1028,,
2004,103,1330,9.33,0,1015.4,726.4,,
2004,103,1400,10.27,0,1089.6,707.825,,
2004,103,1430,9.66,0,1048.5,582.8,,
2004,103,1500,9.21,0,1014.1,494.1,,
2004,103,1530,8.82,0,966.4,537.3,,
2004,103,1600,9.28,0,992.9,732.1,,
2004,103,1630,9.13,0,986.3,460.2,,
2004,103,1700,9.16,0,992.1,434.8,,
2004,103,1730,9.78,0,1023.2,602.7,,
2004,103,1800,8.91,0,953.1,204.1,,
2004,103,1830,7.704,0,844.9,67.22,,
2004,103,1900,7.212,0,797.9,116.3,,
2004,103,1930,6.811,0,766.4,57.9,,
2004,103,2000,6.343,0,741.3,0,,
2004,103,2030,5.472,0,671.2,0,,
2004,103,2100,4.263,0,596.9,0,,
2004,103,2130,3.568,0,551.7,0,,
2004,103,2200,2.902,0,509.9,0,,
2004,103,2230,1.932,0,475.6,0,,
2004,103,2300,1.269,0,447.8,0,,
2004,103,2330,0.866,0,431.9,0,,
2004,104,0,0.513,0,404.7,0,,
2004,104,30,-0.706,0,338.7,0,,
2004,104,100,-0.461,0,362,0,,
2004,104,130,-1.267,0,331.9,0,,
2004,104,200,-1.495,0,320.1,0,,
2004,104,230,-1.558,0,318.4,0,,
2004,104,300,-2.113,0,294.6,0,,
2004,104,330,-3.206,0,256.9,0,,
2004,104,400,-2.724,0,272.5,0,,
2004,104,430,-3.915,0,240.7,0,,
2004,104,500,-5.638,0,193.2,0,,
2004,104,530,-5.117,0,191.2,0,,
2004,104,600,-4.468,0,209.1,0,,
2004,104,630,-3.384,0,249.4,0,,
2004,104,700,-4.107,0,224.9,0,,
2004,104,730,-5.182,0,181.2,14.41,,
2004,104,800,-3.791,0,209.7,82.8,,
2004,104,830,-1.836,0,294.6,150.4,,
2004,104,900,-1.153,0,334.7,149.8,,
2004,104,930,-0.063,0,380,179.4,,
2004,104,1000,1.061,0,436.3,255.2,,
2004,104,1030,1.1,0,412.2,197,,
2004,104,1100,1.776,0,433.4,140.3,,
2004,104,1130,2.178,0,371,218,,
2004,104,1200,1.974,0,330,524.6,,
2004,104,1230,3.089,0,403.8,515,,
2004,104,1300,4.743,0,522.9,820,,
2004,104,1330,1.561,0,223.7,106.2,,
2004,104,1400,0.143,0,106.8,399.5,,
2004,104,1430,1.758,0,196.6,763,,
2004,104,1500,0.629,0,136.7,66.14,,
2004,104,1530,-1.28,0,34.5,132,,
2004,104,1600,-1.384,0,30.4,141.3,,
2004,104,1630,-0.977,0,47.2,260.2,,
2004,104,1700,-0.206,0.1,76.4,294.2,,
2004,104,1730,1.218,0.1,147.3,397.6,,
2004,104,1800,2.667,0.25,289,375.1,,
2004,104,1830,2.34,0.25,291,256.6,,
2004,104,1900,1.796,0.05,242.9,152.1,,
2004,104,1930,1.755,0.05,265.9,96.2,,
2004,104,2000,1.337,0,238.9,0,,
2004,104,2030,0.909,0,244.5,0,,
2004,104,2100,0.604,0,216.5,0,,
2004,104,2130,-0.198,0,162.6,0,,
2004,104,2200,-0.957,0,124.4,0,,
2004,104,2230,-1.52,0,132,0,,
2004,104,2300,-1.767,0,132.4,0,,
2004,104,2330,-2.043,0,110.5,0,,
2004,105,0,-2.722,0,80,0,,
2004,105,30,-3.297,0,85.7,0,,
2004,105,100,-3,0,103.4,0,,
2004,105,130,-3.767,0,70.3,0,,
2004,105,200,-4.368,0,80.4,0,,
2004,105,230,-4.773,0,64.3,0,,
2004,105,300,-4.801,0,59.5,0,,
2004,105,330,-5.204,0,47.7,0,,
2004,105,400,-5.727,0,51.8,0,,
2004,105,430,-5.236,0,67,0,,
2004,105,500,-5.666,0,64.9,0,,
2004,105,530,-5.707,0,52.7,0,,
2004,105,600,-5.175,0,59.9,0,,
2004,105,630,-5.169,0,53.7,0,,
2004,105,700,-4.668,0,64.8,0,,
2004,105,730,-4.487,0,58.3,8.69,,
2004,105,800,-4.51,0,41.5,48.09,,
2004,105,830,-3.979,0,54.6,81.8,,
2004,105,900,-2.945,0,78.2,175.6,,
2004,105,930,-1.746,0,121.3,362.4,,
2004,105,1000,-0.968,0.1,143.6,630.8,,
2004,105,1030,-0.188,0.1,172.6,579.3,,
2004,105,1100,0.679,0.1,205.1,568.5,,
2004,105,1130,1.742,0.1,257.5,789,,
2004,105,1200,2.732,0,319.6,608.5,,
2004,105,1230,2.815,0,328,363.2,,
2004,105,1300,2.89,0.05,333.1,538.8,,
2004,105,1330,3.401,0.05,424,261.3,,
2004,105,1400,1.99,0,334,315.3,,
2004,105,1430,3.79,0,501.2,431.3,,
2004,105,1500,5.458,0,649.7,551,,
2004,105,1530,5.69,0,673.5,349.3,,
2004,105,1600,2.61,0,420.6,230.4,,
2004,105,1630,2.696,0,377.4,678.3,,
2004,105,1700,1.898,0,333.8,49.4,,
2004,105,1730,0.546,0,209.8,73.28,,
2004,105,1800,0.041,0,166.6,62.03,,
2004,105,1830,-0.635,0,115.5,13.45,,
2004,105,1900,-0.978,0,83.1,44.55,,
2004,105,1930,-1.437,0,50.6,32.52,,
2004,105,2000,-1.323,0,53.2,0,,
2004,105,2030,-1.276,0,65.1,0,,
2004,105,2100,-1.094,0,73.3,0,,
2004,105,2130,-1.488,0,40,0,,
2004,105,2200,-1.702,0,40.5,0,,
2004,105,2230,-1.64,0,43.3,0,,
2004,105,2300,-1.546,0,49.1,0,,
2004,105,2330,-1.59,0,44.6,0,,
2004,106,0,-1.722,0,45.2,0,,
2004,106,30,-1.873,0,34.6,0,,
2004,106,100,-1.945,0,26.5,0,,
2004,106,130,-2.782,0,20.9,0,,
2004,106,200,-3.603,0,14.5,0,,
2004,106,230,-2.791,0,61.2,0,,
2004,106,300,-1.986,0,131.6,0,,
2004,106,330,-2.233,0,115.2,0,,
2004,106,400,-1.909,0,155.3,0,,
2004,106,430,-1.516,0,183.3,0,,
2004,106,500,-2.204,0,145.7,0,,
2004,106,530,-2.119,0,157.6,0,,
2004,106,600,-1.961,0,183.2,0,,
2004,106,630,-1.774,0,217.5,0,,
2004,106,700,-2.556,0,178.2,0,,
2004,106,730,-2.409,0,186.1,15.06,,
2004,106,800,-2.226,0,172.3,79.86,,
2004,106,830,-1.478,0,199.2,157.4,,
2004,106,900,-0.489,0,240.3,249.7,,
2004,106,930,0.301,0,301.6,332.2,,
2004,106,1000,1.186,0.25,335.4,482.9,,
2004,106,1030,1.601,0.25,411.3,420.4,,
2004,106,1100,1.925,0,493.9,555.4,,
2004,106,1130,2.688,0,537.7,668.7,,
2004,106,1200,2.777,0,539.1,705.4,,
2004,106,1230,3.048,0,559,641.2,,
2004,106,1300,1.998,0,455.8,658.6,,
2004,106,1330,2.985,0,537.8,1139,,
2004,106,1400,4.313,0,637.7,976,,
2004,106,1430,4.14,0,633.3,907,,
2004,106,1500,3.492,0,573.5,601.4,,
2004,106,1530,3.647,0,583.8,656.9,,
2004,106,1600,4.571,0,668.3,660.3,,
2004,106,1630,3.992,0,618.3,413.7,,
2004,106,1700,3.05,0,554.4,174.4,,
2004,106,1730,2.923,0,552.5,227.2,,
2004,106,1800,3.87,0,614.7,303.6,,
2004,106,1830,3.912,0,628.4,238.4,,
2004,106,1900,3.702,0,604.9,286.7,,
2004,106,1930,1.235,0,437.3,53.35,,
2004,106,2000,0.679,0,380,0,,
2004,106,2030,-0.009,0,321.4,0,,
2004,106,2100,-0.625,0,267.5,0,,
2004,106,2130,-1.383,0,216.1,0,,
2004,106,2200,-2.008,0,177.5,0,,
2004,106,2230,-2.579,0,157.1,0,,
2004,106,2300,-2.812,0,163.3,0,,
2004,106,2330,-2.994,0,157,0,,
2004,107,0,-2.638,0,185.5,0,,
2004,107,30,-2.312,0,199.6,0,,
2004,107,100,-2.587,0,175.1,0,,
2004,107,130,-2.576,0,174.7,0,,
2004,107,200,-2.718,0,174.6,0,,
2004,107,230,-3.024,0,155.1,0,,
2004,107,300,-3.053,0,143.5,0,,
2004,107,330,-4.662,0,39.8,0,,
2004,107,400,-4.83,0,31.2,0,,
2004,107,430,-4.972,0,26.6,0,,
2004,107,500,-5.055,0,30.2,0,,
2004,107,530,-5.032,0,34.9,0,,
2004,107,600,-5.014,0,37.5,0,,
2004,107,630,-4.829,0,53.8,0,,
2004,107,700,-4.414,0,81.9,0,,
2004,107,730,-4.466,0,73.7,14.33,,
2004,107,800,-4.739,0,52,50.6,,
2004,107,830,-3.975,0,60.6,140,,
2004,107,900,-2.395,0,119.8,242,,
2004,107,930,-2.049,0,138.3,366.2,,
2004,107,1000,0.621,0.2,254.3,542.7,,
2004,107,1030,0.384,0.2,253.3,676.4,,
2004,107,1100,1.465,0,389.8,877,,
2004,107,1130,1.254,0,471.6,571.4,,
2004,107,1200,1.22,0,459.1,965,,
2004,107,1230,1.672,0,494.8,747.7,,
2004,107,1300,2.16,0,535.6,808,,
2004,107,1330,2.94,0,591.7,1072,,
2004,107,1400,3.865,0,637.2,850.767,,
2004,107,1430,3.889,0,647.8,875.433,,
2004,107,1500,3.873,0,647,672.3,,
2004,107,1530,4.042,0,661.7,882,,
2004,107,1600,4.733,0,723.2,782.6,,
2004,107,1630,4.273,0,702.7,338,,
2004,107,1700,4.082,0,693.4,340.6,,
2004,107,1730,4.228,0,720.9,359.3,,
2004,107,1800,4.631,0,749.3,435.7,,
2004,107,1830,4.478,0,740.4,280.3,,
2004,107,1900,4.038,0,729.9,191.6,,
2004,107,1930,3.156,0,686.7,56.77,,
2004,107,2000,2.482,0,652.4,0,,
2004,107,2030,2.155,0,638.7,0,,
2004,107,2100,1.791,0,622,0,,
2004,107,2130,1.398,0,602.7,0,,
2004,107,2200,0.424,0,551.1,0,,
2004,107,2230,0.092,0,541.6,0,,
2004,107,2300,-0.748,0,503.1,0,,
2004,107,2330,-2.087,0,448.3,0,,
2004,108,0,-3.399,0,384.1,0,,
2004,108,30,-4.021,0,354.4,0,,
2004,108,100,-4.176,0,351.3,0,,
2004,108,130,-5.259,0,310.6,0,,
2004,108,200,-5.78,0,291.3,0,,
2004,108,230,-6.534,0,267.1,0,,
2004,108,300,-6.456,0,267.6,0,,
2004,108,330,-6.971,0,251.6,0,,
2004,108,400,-7.393,0,238.8,0,,
2004,108,430,-8.49,0,202.9,0,,
2004,108,500,-8.86,0,190.1,0,,
2004,108,530,-8.61,0,196.4,0,,
2004,108,600,-8.51,0,207.9,0,,
2004,108,630,-9.42,0,173.1,0,,
2004,108,700,-9.1,0,179.2,0,,
2004,108,730,-8.55,0,171,50.2,,
2004,108,800,-7.971,0,176.1,67.23,,
2004,108,830,-7.059,0,202.6,200,,
2004,108,900,-5.415,0,255.8,211.1,,
2004,108,930,-4.122,0,309.6,342.2,,
2004,108,1000,-1.713,0,413.6,533,,
2004,108,1030,-0.449,0,484.6,557.3,,
2004,108,1100,0.795,0,549,677.9,,
2004,108,1130,1.742,0,596.7,827,,
2004,108,1200,2.679,0,644.1,838,,
2004,108,1230,4.408,0,732.2,1010,,
2004,108,1300,5.693,0,802.3,1080,,
2004,108,1330,6.647,0,864.3,1102,,
2004,108,1400,7.646,0,937.4,1107,,
2004,108,1430,8.97,0,1032.7,1116,,
2004,108,1500,9.23,0,1048.9,896,,
2004,108,1530,9.44,0,1064,869,,
2004,108,1600,9.99,0,1101.7,909,,
2004,108,1630,9.78,0,1085.4,809,,
2004,108,1700,9.8,0,1082.3,628.8,,
2004,108,1730,9.44,0,1038.7,225.6,,
2004,108,1800,8.47,0,957.4,171.2,,
2004,108,1830,7.902,0,885.3,84.9,,
2004,108,1900,7.502,0,872,56.23,,
2004,108,1930,6.855,0,793.3,51.86,,
2004,108,2000,5.678,0,663,0,,
2004,108,2030,5.209,0,617.4,0,,
2004,108,2100,4.977,0,619.8,0,,
2004,108,2130,4.869,0,614,0,,
2004,108,2200,4.062,0,527.3,0,,
2004,108,2230,2.7,0,434.3,0,,
2004,108,2300,1.319,0,337.3,0,,
2004,108,2330,1.157,0,340.8,0,,
2004,109,0,1.964,0,406.2,0,,
2004,109,30,2.648,0,440.7,0,,
2004,109,100,1.479,0,352.3,0,,
2004,109,130,0.91,0,338.8,0,,
2004,109,200,-0.483,0,278.7,0,,
2004,109,230,-0.841,0,260.8,0,,
2004,109,300,-1.088,0,267.3,0,,
2004,109,330,-2.483,0,190.6,0,,
2004,109,400,-2.79,0,175.8,0,,
2004,109,430,-2.596,0,205,0,,
2004,109,500,-3.067,0,186.1,0,,
2004,109,530,-3.901,0,146.8,0,,
2004,109,600,-3.384,0,165.4,0,,
2004,109,630,-3.363,0,176.6,0,,
2004,109,700,-2.864,0,194.4,0,,
2004,109,730,-3.581,0,151,19.96,,
2004,109,800,-3.032,0,166.6,86.9,,
2004,109,830,-1.067,0,252.5,238.9,,
2004,109,900,-0.185,0,308.6,298.6,,
2004,109,930,0.276,0,303.8,341.2,,
2004,109,1000,2.113,0,433,469.1,,
2004,109,1030,3.135,0,491.9,614.3,,
2004,109,1100,4.525,0,575.8,749.1,,
2004,109,1130,5.911,0,666.7,864,,
2004,109,1200,6.973,0,736.1,889,,
2004,109,1230,7.751,0,789.9,841,,
2004,109,1300,8.68,0,872.6,907,,
2004,109,1330,8.8,0,871.4,847,,
2004,109,1400,8.02,0,797.5,502.4,,
2004,109,1430,8.92,0,889.1,735,,
2004,109,1500,10.3,0,1018.8,987,,
2004,109,1530,10.7,0,1073.4,1029,,
2004,109,1600,10.78,0,1067.6,760.8,,
2004,109,1630,9.62,0,978.2,270.2,,
2004,109,1700,9.44,0,987.4,265.3,,
2004,109,1730,9.16,0,938.2,210.7,,
2004,109,1800,8.11,0,821.9,129.3,,
2004,109,1830,7.805,0,794.1,65.38,,
2004,109,1900,5.92,0,612.7,36.81,,
2004,109,1930,5.535,0,585.3,28.63,,
2004,109,2000,4.83,0,493.3,0,,
2004,109,2030,4.536,0,459,0,,
2004,109,2100,3.747,0,384.2,0,,
2004,109,2130,1.896,0,217.3,0,,
2004,109,2200,1.609,0,208.3,0,,
2004,109,2230,0.385,0,103,0,,
2004,109,2300,-0.931,0,22.3,0,,
2004,109,2330,-0.621,0,52.6,0,,
2004,110,0,-0.627,0,43.2,0,,
2004,110,30,-0.531,0,52.9,0,,
2004,110,100,-0.499,0,53.6,0,,
2004,110,130,-0.453,0,59.7,0,,
2004,110,200,-0.599,0,63.8,0,,
2004,110,230,-0.525,0,85.3,0,,
2004,110,300,-0.759,0,74,0,,
2004,110,330,-0.888,0,52.7,0,,
2004,110,400,-0.735,0,53.3,0,,
2004,110,430,-0.443,0,79.3,0,,
2004,110,500,-0.647,0,69.4,0,,
2004,110,530,-0.95,0,50.2,0,,
2004,110,600,-1.388,0,41.9,0,,
2004,110,630,-1.548,0,35.5,0,,
2004,110,700,-2.686,0,26.1,0.857,,
2004,110,730,-2.201,0,43.1,38.4,,
2004,110,800,-2.304,0,52.1,96.7,,
2004,110,830,-0.263,0,113.3,273.9,,
2004,110,900,0.301,0.2,109.9,391.3,,
2004,110,930,1.123,0.2,131.2,516.3,,
2004,110,1000,2.102,0.05,180.8,633,,
2004,110,1030,3.129,0.05,244.9,739.3,,
2004,110,1100,4.664,0,378.4,782.3,,
2004,110,1130,5.601,0,525.9,761.6,,
2004,110,1200,6.505,0,614,926,,
2004,110,1230,7.332,0,641.2,825,,
2004,110,1300,6.71,0,579.6,632.8,,
2004,110,1330,6.766,0,599.8,349.7,,
2004,110,1400,7.539,0,650.6,903,,
2004,110,1430,8.55,0,756.6,878,,
2004,110,1500,9.33,0,836.7,804,,
2004,110,1530,9.91,0,913,922,,
2004,110,1600,10.53,0,971.5,763.5,,
2004,110,1630,10.28,0,977.4,542.2,,
2004,110,1700,8.72,0,836,415.5,,
2004,110,1730,9.15,0,909.6,319.4,,
2004,110,1800,8.82,0,850.5,245.3,,
2004,110,1830,8.19,0,788.4,178.6,,
2004,110,1900,8.18,0,794.2,171,,
2004,110,1930,8.48,0,836,94.6,,
2004,110,2000,6.627,0,588.5,0,,
2004,110,2030,5.479,0,501,0,,
2004,110,2100,4.509,0,440,0,,
2004,110,2130,4.182,0,438,0,,
2004,110,2200,3.704,0,413.6,0,,
2004,110,2230,2.771,0,370.7,0,,
2004,110,2300,2.355,0,351.4,0,,
2004,110,2330,0.601,0,255.5,0,,
2004,111,0,0.022,0,232.9,0,,
2004,111,30,-0.072,0,240.9,0,,
2004,111,100,-0.768,0,199.4,0,,
2004,111,130,-1.121,0,201.3,0,,
2004,111,200,-1.644,0,189,0,,
2004,111,230,-1.247,0,197.6,0,,
2004,111,300,-2.942,0,148.7,0,,
2004,111,330,-3.095,0,136,0,,
2004,111,400,-2.966,0,130,0,,
2004,111,430,-4.002,0,105.2,0,,
2004,111,500,-3.334,0,123.5,0,,
2004,111,530,-4.754,0,86.7,0,,
2004,111,600,-4.344,0,97.2,0,,
2004,111,630,-4.894,0,82,0,,
2004,111,700,-4.756,0,84.6,2.651,,
2004,111,730,-4.348,0,102.6,83.9,,
2004,111,800,-1.677,0,165.7,200.1,,
2004,111,830,-0.265,0,206.9,276.3,,
2004,111,900,-0.332,0,188.3,388.2,,
2004,111,930,1.213,0,252.8,509.1,,
2004,111,1000,2.97,0,343.3,616.8,,
2004,111,1030,3.991,0,406.3,716.9,,
2004,111,1100,5.521,0,502,803,,
2004,111,1130,6.384,0,579.8,884,,
2004,111,1200,8.07,0,761,959,,
2004,111,1230,9.38,0,932.8,1027,,
2004,111,1300,10.4,0,1001,1061,,
2004,111,1330,11.69,0,1147.8,1085,,
2004,111,1400,13.07,0,1257.8,1150,,
2004,111,1430,13.87,0,1390,1095,,
2004,111,1500,13.27,0,1346.5,570.3,,
2004,111,1530,14.14,0,1435.4,813,,
2004,111,1600,15.63,0,1673.7,1009,,
2004,111,1630,15.26,0,1651.1,765.1,,
2004,111,1700,15.37,0,1667.3,746.8,,
2004,111,1730,15.3,0,1658.7,649.2,,
2004,111,1800,15.24,0,1650.9,502.5,,
2004,111,1830,15.03,0,1626.2,280.3,,
2004,111,1900,14.28,0,1526.8,214.8,,
2004,111,1930,13.21,0,1356.2,91.6,,
2004,111,2000,11.13,0,1107.8,0,,
2004,111,2030,9.89,0,1000,0,,
2004,111,2100,8.86,0,915.9,0,,
2004,111,2130,7.77,0,825.1,0,,
2004,111,2200,8.06,0,855.6,0,,
2004,111,2230,7.415,0,806.3,0,,
2004,111,2300,6.765,0,744.3,0,,
2004,111,2330,6.911,0,754.7,0,,
2004,112,0,6.289,0,699.6,0,,
2004,112,30,5.73,0,666.9,0,,
2004,112,100,4.269,0,575.3,0,,
2004,112,130,3.362,0,523.3,0,,
2004,112,200,3.952,0,561,0,,
2004,112,230,4.256,0,577.2,0,,
2004,112,300,1.937,0,445.1,0,,
2004,112,330,1.414,0,432.5,0,,
2004,112,400,-0.625,0,313.9,0,,
2004,112,430,-0.995,0,313.7,0,,
2004,112,500,-1.383,0,289.1,0,,
2004,112,530,-1.336,0,268.4,0,,
2004,112,600,-0.767,0,314.5,0,,
2004,112,630,-2.374,0,219.5,0,,
2004,112,700,-1.668,0,248.6,3.619,,
