1, 1, 1, 0
1, 1, 2, 0
1, 1, 3, 0
1, 1, 4, 0
1, 1, 5, 0
1, 1, 6, 0
1, 1, 7, 0
1, 1, 8, 0
1, 1, 9, 0
1, 1, 10, 0
1, 1, 11, 0
1, 1, 12, 0
1, 1, 13, 0
1, 1, 14, 0
1, 1, 15, 3.39137e-06
1, 1, 16, 3.94009e-05
1, 1, 17, 0.000106844
1, 1, 18, 0.00014715
1, 1, 19, 0.000198145
1, 1, 20, 0.000201188
1, 1, 21, 0.000235943
1, 1, 22, 0.000223845
1, 1, 23, 0.000238287
1, 1, 24, 0.000291565
1, 1, 25, 0.000207892
1, 1, 26, 0.000189875
1, 1, 27, 0.00020357
1, 1, 28, 0.000205798
1, 1, 29, 0.000182003
1, 1, 30, 0.00018781
1, 1, 31, 0.000197713
1, 1, 32, 0.000100404
1, 1, 33, 5.06353e-05
1, 1, 34, 2.91447e-05
1, 1, 35, 5.24183e-06
1, 1, 36, 0
1, 1, 37, 0
1, 1, 38, 0
1, 1, 39, 0
1, 1, 40, 0
1, 1, 41, 0
1, 1, 42, 0
1, 1, 43, 0
1, 1, 44, 0
1, 1, 45, 0
1, 1, 46, 0
1, 1, 47, 0
1, 1, 48, 0
1, 2, 1, 0
1, 2, 2, 0
1, 2, 3, 0
1, 2, 4, 0
1, 2, 5, 0
1, 2, 6, 0
1, 2, 7, 0
1, 2, 8, 0
1, 2, 9, 0
1, 2, 10, 0
1, 2, 11, 0
1, 2, 12, 0
1, 2, 13, 0
1, 2, 14, 0
1, 2, 15, 3.15819e-08
1, 2, 16, 4.14882e-06
1, 2, 17, 1.39348e-05
1, 2, 18, 2.56336e-05
1, 2, 19, 4.16885e-05
1, 2, 20, 2.79415e-05
1, 2, 21, 1.15537e-05
1, 2, 22, 7.99448e-06
1, 2, 23, 1.86555e-05
1, 2, 24, 2.0482e-05
1, 2, 25, 1.94933e-05
1, 2, 26, 3.37982e-05
1, 2, 27, 4.77598e-05
1, 2, 28, 4.76986e-05
1, 2, 29, 4.58653e-05
1, 2, 30, 5.23988e-05
1, 2, 31, 3.53706e-05
1, 2, 32, 2.70407e-05
1, 2, 33, 2.84208e-05
1, 2, 34, 1.97218e-05
1, 2, 35, 1.28365e-06
1, 2, 36, 0
1, 2, 37, 0
1, 2, 38, 0
1, 2, 39, 0
1, 2, 40, 0
1, 2, 41, 0
1, 2, 42, 0
1, 2, 43, 0
1, 2, 44, 0
1, 2, 45, 0
1, 2, 46, 0
1, 2, 47, 0
1, 2, 48, 0
1, 3, 1, 1.72673e-08
1, 3, 2, 0
1, 3, 3, 0
1, 3, 4, 0
1, 3, 5, 0
1, 3, 6, 0
1, 3, 7, 0
1, 3, 8, 0
1, 3, 9, 0
1, 3, 10, 2.88079e-09
1, 3, 11, 0
1, 3, 12, 0
1, 3, 13, 0
1, 3, 14, 0
1, 3, 15, 6.47481e-06
1, 3, 16, 3.76937e-05
1, 3, 17, 7.18074e-05
1, 3, 18, 0.000123935
1, 3, 19, 0.00014351
1, 3, 20, 0.00015912
1, 3, 21, 0.000148022
1, 3, 22, 0.000171138
1, 3, 23, 0.000195742
1, 3, 24, 0.000212808
1, 3, 25, 0.000246366
1, 3, 26, 0.000259052
1, 3, 27, 0.000245644
1, 3, 28, 0.000220485
1, 3, 29, 0.00020129
1, 3, 30, 0.000209655
1, 3, 31, 0.000203703
1, 3, 32, 0.000206685
1, 3, 33, 0.000164587
1, 3, 34, 0.000103252
1, 3, 35, 3.15967e-05
1, 3, 36, 2.22663e-07
1, 3, 37, 0
1, 3, 38, 0
1, 3, 39, 0
1, 3, 40, 0
1, 3, 41, 0
1, 3, 42, 0
1, 3, 43, 0
1, 3, 44, 0
1, 3, 45, 0
1, 3, 46, 0
1, 3, 47, 0
1, 3, 48, 0
1, 4, 1, 0
1, 4, 2, 0
1, 4, 3, 0
1, 4, 4, 0
1, 4, 5, 0
1, 4, 6, 0
1, 4, 7, 4.28705e-07
1, 4, 8, 0
1, 4, 9, 0
1, 4, 10, 0
1, 4, 11, 0
1, 4, 12, 0
1, 4, 13, 0
1, 4, 14, 0
1, 4, 15, 4.61508e-06
1, 4, 16, 3.48051e-05
1, 4, 17, 6.18776e-05
1, 4, 18, 8.14354e-05
1, 4, 19, 9.70685e-05
1, 4, 20, 0.000106775
1, 4, 21, 0.00011411
1, 4, 22, 0.000117337
1, 4, 23, 0.00011543
1, 4, 24, 0.000120749
1, 4, 25, 0.000133224
1, 4, 26, 0.000147041
1, 4, 27, 0.000172013
1, 4, 28, 0.000208939
1, 4, 29, 0.000224372
1, 4, 30, 0.000233809
1, 4, 31, 0.000223396
1, 4, 32, 0.000181002
1, 4, 33, 0.000103932
1, 4, 34, 6.91237e-05
1, 4, 35, 3.20489e-05
1, 4, 36, 1.14336e-07
1, 4, 37, 0
1, 4, 38, 0
1, 4, 39, 0
1, 4, 40, 0
1, 4, 41, 0
1, 4, 42, 0
1, 4, 43, 0
1, 4, 44, 0
1, 4, 45, 0
1, 4, 46, 0
1, 4, 47, 0
1, 4, 48, 0
1, 5, 1, 0
1, 5, 2, 0
1, 5, 3, 0
1, 5, 4, 0
1, 5, 5, 0
1, 5, 6, 0
1, 5, 7, 0
1, 5, 8, 0
1, 5, 9, 0
1, 5, 10, 0
1, 5, 11, 0
1, 5, 12, 0
1, 5, 13, 0
1, 5, 14, 0
1, 5, 15, 5.59705e-06
1, 5, 16, 6.84207e-05
1, 5, 17, 0.000108476
1, 5, 18, 0.000143554
1, 5, 19, 0.000153727
1, 5, 20, 0.000162122
1, 5, 21, 0.000169026
1, 5, 22, 0.000170521
1, 5, 23, 0.000183212
1, 5, 24, 0.00017434
1, 5, 25, 0.000165999
1, 5, 26, 0.000164125
1, 5, 27, 0.000162018
1, 5, 28, 0.000165701
1, 5, 29, 0.000155671
1, 5, 30, 0.000150099
1, 5, 31, 0.000126263
1, 5, 32, 9.61758e-05
1, 5, 33, 7.45742e-05
1, 5, 34, 4.37521e-05
1, 5, 35, 2.69913e-05
1, 5, 36, 3.80907e-07
1, 5, 37, 0
1, 5, 38, 0
1, 5, 39, 0
1, 5, 40, 0
1, 5, 41, 0
1, 5, 42, 0
1, 5, 43, 0
1, 5, 44, 0
1, 5, 45, 0
1, 5, 46, 0
1, 5, 47, 0
1, 5, 48, 0
1, 6, 1, 0
1, 6, 2, 0
1, 6, 3, 0
1, 6, 4, 0
1, 6, 5, 0
1, 6, 6, 0
1, 6, 7, 0
1, 6, 8, 0
1, 6, 9, 0
1, 6, 10, 0
1, 6, 11, 0
1, 6, 12, 0
1, 6, 13, 0
1, 6, 14, 0
1, 6, 15, 4.60093e-07
1, 6, 16, 8.72764e-06
1, 6, 17, 5.35392e-05
1, 6, 18, 6.64895e-05
1, 6, 19, 5.42881e-05
1, 6, 20, 5.50788e-05
1, 6, 21, 7.45853e-05
1, 6, 22, 7.08072e-05
1, 6, 23, 8.17848e-05
1, 6, 24, 6.82506e-05
1, 6, 25, 5.58343e-05
1, 6, 26, 7.19436e-05
1, 6, 27, 7.33869e-05
1, 6, 28, 7.92625e-05
1, 6, 29, 5.07539e-05
1, 6, 30, 5.75487e-05
1, 6, 31, 5.46967e-05
1, 6, 32, 4.65604e-05
1, 6, 33, 2.22039e-05
1, 6, 34, 6.67609e-06
1, 6, 35, 1.44538e-08
1, 6, 36, 0
1, 6, 37, 0
1, 6, 38, 0
1, 6, 39, 0
1, 6, 40, 0
1, 6, 41, 0
1, 6, 42, 0
1, 6, 43, 0
1, 6, 44, 0
1, 6, 45, 0
1, 6, 46, 0
1, 6, 47, 0
1, 6, 48, 0
1, 7, 1, 0
1, 7, 2, 0
1, 7, 3, 0
1, 7, 4, 0
1, 7, 5, 0
1, 7, 6, 0
1, 7, 7, 0
1, 7, 8, 0
1, 7, 9, 0
1, 7, 10, 0
1, 7, 11, 0
1, 7, 12, 0
1, 7, 13, 2.89084e-09
1, 7, 14, 0
1, 7, 15, 3.30921e-06
1, 7, 16, 3.04307e-05
1, 7, 17, 4.46899e-05
1, 7, 18, 6.67895e-05
1, 7, 19, 7.84549e-05
1, 7, 20, 9.08258e-05
1, 7, 21, 9.64264e-05
1, 7, 22, 0.000109502
1, 7, 23, 0.000106025
1, 7, 24, 9.15244e-05
1, 7, 25, 9.41027e-05
1, 7, 26, 8.84368e-05
1, 7, 27, 9.59817e-05
1, 7, 28, 0.000102381
1, 7, 29, 0.000110936
1, 7, 30, 0.000108545
1, 7, 31, 0.000110476
1, 7, 32, 0.000102923
1, 7, 33, 0.000100214
1, 7, 34, 9.42221e-05
1, 7, 35, 5.81379e-05
1, 7, 36, 2.10077e-06
1, 7, 37, 0
1, 7, 38, 0
1, 7, 39, 0
1, 7, 40, 0
1, 7, 41, 0
1, 7, 42, 0
1, 7, 43, 0
1, 7, 44, 0
1, 7, 45, 0
1, 7, 46, 0
1, 7, 47, 0
1, 7, 48, 0
1, 8, 1, 0
1, 8, 2, 0
1, 8, 3, 0
1, 8, 4, 0
1, 8, 5, 0
1, 8, 6, 0
1, 8, 7, 0
1, 8, 8, 0
1, 8, 9, 0
1, 8, 10, 0
1, 8, 11, 0
1, 8, 12, 0
1, 8, 13, 0
1, 8, 14, 0
1, 8, 15, 6.2101e-06
1, 8, 16, 3.023e-05
1, 8, 17, 4.53343e-05
1, 8, 18, 6.07617e-05
1, 8, 19, 6.9513e-05
1, 8, 20, 7.81783e-05
1, 8, 21, 8.87185e-05
1, 8, 22, 0.000100568
1, 8, 23, 0.000101462
1, 8, 24, 0.000109185
1, 8, 25, 0.000122432
1, 8, 26, 0.000123408
1, 8, 27, 0.00012584
1, 8, 28, 0.000128192
1, 8, 29, 0.000130082
1, 8, 30, 0.000131321
1, 8, 31, 0.000135461
1, 8, 32, 0.000126487
1, 8, 33, 0.000108288
1, 8, 34, 7.69528e-05
1, 8, 35, 3.87808e-05
1, 8, 36, 1.40962e-06
1, 8, 37, 0
1, 8, 38, 0
1, 8, 39, 0
1, 8, 40, 0
1, 8, 41, 0
1, 8, 42, 0
1, 8, 43, 0
1, 8, 44, 0
1, 8, 45, 0
1, 8, 46, 0
1, 8, 47, 0
1, 8, 48, 0
1, 9, 1, 0
1, 9, 2, 0
1, 9, 3, 0
1, 9, 4, 0
1, 9, 5, 0
1, 9, 6, 0
1, 9, 7, 0
1, 9, 8, 0
1, 9, 9, 0
1, 9, 10, 0
1, 9, 11, 0
1, 9, 12, 0
1, 9, 13, 0
1, 9, 14, 0
1, 9, 15, 6.29923e-06
1, 9, 16, 4.49007e-05
1, 9, 17, 7.8001e-05
1, 9, 18, 9.34418e-05
1, 9, 19, 0.000114908
1, 9, 20, 0.000138586
1, 9, 21, 0.000157146
1, 9, 22, 0.000133896
1, 9, 23, 0.000133202
1, 9, 24, 0.000141943
1, 9, 25, 0.0001437
1, 9, 26, 0.000133214
1, 9, 27, 0.000117452
1, 9, 28, 0.000134351
1, 9, 29, 0.000102084
1, 9, 30, 8.03007e-05
1, 9, 31, 6.75802e-05
1, 9, 32, 6.44145e-05
1, 9, 33, 3.49363e-05
1, 9, 34, 2.53147e-05
1, 9, 35, 4.60802e-06
1, 9, 36, 0
1, 9, 37, 0
1, 9, 38, 0
1, 9, 39, 0
1, 9, 40, 0
1, 9, 41, 0
1, 9, 42, 0
1, 9, 43, 0
1, 9, 44, 0
1, 9, 45, 0
1, 9, 46, 0
1, 9, 47, 0
1, 9, 48, 0
1, 10, 1, 0
1, 10, 2, 0
1, 10, 3, 0
1, 10, 4, 0
1, 10, 5, 0
1, 10, 6, 0
1, 10, 7, 0
1, 10, 8, 0
1, 10, 9, 0
1, 10, 10, 0
1, 10, 11, 0
1, 10, 12, 0
1, 10, 13, 0
1, 10, 14, 0
1, 10, 15, 8.87397e-06
1, 10, 16, 5.31557e-05
1, 10, 17, 8.41944e-05
1, 10, 18, 0.000104057
1, 10, 19, 0.000115862
1, 10, 20, 0.00012691
1, 10, 21, 0.000140372
1, 10, 22, 0.00016346
1, 10, 23, 0.000199934
1, 10, 24, 0.000216657
1, 10, 25, 0.000257058
1, 10, 26, 0.000295563
1, 10, 27, 0.000320072
1, 10, 28, 0.000342161
1, 10, 29, 0.000360167
1, 10, 30, 0.000360009
1, 10, 31, 0.000356095
1, 10, 32, 0.000332756
1, 10, 33, 0.000281518
1, 10, 34, 0.000192736
1, 10, 35, 7.82197e-05
1, 10, 36, 2.82638e-06
1, 10, 37, 0
1, 10, 38, 0
1, 10, 39, 0
1, 10, 40, 0
1, 10, 41, 0
1, 10, 42, 0
1, 10, 43, 0
1, 10, 44, 0
1, 10, 45, 0
1, 10, 46, 0
1, 10, 47, 0
1, 10, 48, 0
1, 11, 1, 0
1, 11, 2, 0
1, 11, 3, 0
1, 11, 4, 0
1, 11, 5, 0
1, 11, 6, 0
1, 11, 7, 0
1, 11, 8, 0
1, 11, 9, 0
1, 11, 10, 0
1, 11, 11, 0
1, 11, 12, 0
1, 11, 13, 0
1, 11, 14, 0
1, 11, 15, 1.4449e-05
1, 11, 16, 6.31821e-05
1, 11, 17, 8.377e-05
1, 11, 18, 0.000107425
1, 11, 19, 0.000134938
1, 11, 20, 0.000168706
1, 11, 21, 0.000202189
1, 11, 22, 0.000229939
1, 11, 23, 0.000278152
1, 11, 24, 0.000313064
1, 11, 25, 0.000354776
1, 11, 26, 0.000392822
1, 11, 27, 0.000407363
1, 11, 28, 0.000419832
1, 11, 29, 0.00042741
1, 11, 30, 0.00041559
1, 11, 31, 0.000380842
1, 11, 32, 0.000354889
1, 11, 33, 0.00028212
1, 11, 34, 0.000182011
1, 11, 35, 6.70343e-05
1, 11, 36, 2.15175e-06
1, 11, 37, 0
1, 11, 38, 0
1, 11, 39, 0
1, 11, 40, 0
1, 11, 41, 0
1, 11, 42, 0
1, 11, 43, 0
1, 11, 44, 0
1, 11, 45, 0
1, 11, 46, 0
1, 11, 47, 0
1, 11, 48, 0
1, 12, 1, 0
1, 12, 2, 0
1, 12, 3, 0
1, 12, 4, 0
1, 12, 5, 0
1, 12, 6, 0
1, 12, 7, 0
1, 12, 8, 0
1, 12, 9, 0
1, 12, 10, 0
1, 12, 11, 0
1, 12, 12, 0
1, 12, 13, 0
1, 12, 14, 0
1, 12, 15, 1.46621e-05
1, 12, 16, 7.6661e-05
1, 12, 17, 0.000117062
1, 12, 18, 0.000129348
1, 12, 19, 0.000155655
1, 12, 20, 0.000217143
1, 12, 21, 0.00026179
1, 12, 22, 0.000302205
1, 12, 23, 0.000373613
1, 12, 24, 0.000410698
1, 12, 25, 0.000451882
