temp,c
24.99,-1.74929
24.99,-1.56601
24.99,-1.54463
24.99,-1.32231
24.99,-1.31923
24.99,-1.1504
24.99,-0.51818
24.99,0.0801092
24.99,0.846479
24.99,3.59851
24.99,4.04926
24.99,4.19812
24.99,4.90459
24.99,6.0151
24.99,6.14332
24.99,8.09073
24.99,9.05695
24.99,9.25993
24.99,9.73632
24.99,10.5809
24.99,10.7034
24.985,-1.54981
24.985,2.60495
24.981,7.78267
24.98,-1.53632
24.98,-0.879005
24.98,-0.525293
24.98,1.10634
24.98,3.73365
24.98,5.36325
24.972,3.14028
24.97,-1.4858
24.97,-1.44399
24.97,-1.37617
24.97,-0.985184
24.97,-0.854976
24.97,-0.385126
24.97,0.594679
24.97,0.648159
24.97,6.1942
24.97,9.11364
24.97,9.47742
24.97,9.86156
24.969,4.39437
24.966,6.16406
24.965,-0.923044
24.965,6.1415
24.962,3.80049
24.96,-1.64924
24.96,-1.59435
24.96,-1.42777
24.96,-0.633576
24.96,0.024402
24.96,6.57214
24.96,6.98369
24.96,10.0175
24.959,-0.896834
24.956,-1.35719
24.955,-0.119446
24.95,-1.34001
24.95,-1.17439
24.95,-0.966614
24.95,1.6847
24.95,2.42662
24.95,3.81909
24.95,8.03907
24.95,8.20194
24.95,10.531
24.95,10.5406
24.945,-1.64473
24.94,-1.42752
24.94,-1.17564
24.94,-0.972888
24.94,-0.931792
24.94,-0.660509
24.94,-0.35522
24.94,-0.118053
24.94,1.23586
24.94,1.78463
24.94,2.71424
24.94,3.82221
24.94,7.80079
24.94,10.0521
24.94,10.3709
24.94,10.5338
24.937,0.515569
24.93,-1.32594
24.93,-1.20847
24.93,-0.91242
24.93,0.781607
24.93,1.56654
24.93,6.05052
24.93,8.1245
24.93,9.16932
24.93,10.5477
24.93,10.6231
24.92,-1.59218
24.92,-1.39329
24.92,-1.32102
24.92,-1.25358
24.92,-1.1054
24.92,-0.818587
24.92,-0.747455
24.92,-0.52138
24.92,2.31072
24.92,5.3265
24.92,5.47824
24.92,5.86257
24.92,6.73715
24.92,9.91448
24.92,10.5113
24.92,10.5227
24.92,10.6817
24.913,9.43666
24.91,-1.13257
24.91,-1.12682
24.91,-1.03287
24.91,-0.639365
24.91,0.19012
24.91,0.757262
24.91,0.974639
24.91,2.40241
24.91,2.70815
24.91,3.8362
24.91,5.04363
24.91,8.14723
24.91,10.2739
24.91,10.3227
24.91,10.5069
24.905,-1.47256
24.905,-1.3534
24.905,-1.20766
24.9,-1.49621
24.9,-1.30036
24.9,-1.18541
24.9,3.34048
24.9,3.67112
24.9,3.79119
24.9,4.57378
24.9,6.96429
24.9,8.04127
24.9,10.6875
24.899,3.99276
24.894,1.47345
24.893,-1.12551
24.893,0.259131
24.89,-1.33993
24.89,-1.2645
24.89,-1.24677
24.89,-0.740022
24.89,-0.382712
24.89,2.38771
24.89,3.36227
24.89,3.59404
24.89,3.73022
24.89,4.66457
24.89,10.0765
24.89,10.5
24.89,10.6603
24.883,-1.29843
24.88,-1.76253
24.88,-1.56459
24.88,-1.22326
24.88,-1.12629
24.88,-1.02037
24.88,-0.977843
24.88,-0.772268
24.88,0.471161
24.88,0.512995
24.88,0.624597
24.88,2.86819
24.88,3.06165
24.88,3.95523
24.88,4.25809
24.88,5.86703
24.88,8.14879
24.88,8.48941
24.88,9.91664
24.88,10.418
24.88,10.4658
24.88,10.5533
24.875,-1.28871
24.87,-1.59075
24.87,-1.58482
24.87,-1.42847
24.87,2.49865
24.87,3.32481
24.87,4.03105
24.87,4.12261
24.87,9.36575
24.865,-1.44491
24.865,-1.38983
24.86,-1.36941
24.86,-1.25565
24.86,-1.10943
24.86,0.27911
24.86,1.63243
24.86,2.96528
24.86,3.99142
24.86,4.39079
24.86,4.91718
24.86,5.03859
24.86,9.79109
24.86,10.2377
24.86,10.2646
24.86,10.2973
24.86,10.3699
24.86,10.5074
24.86,10.6766
24.857,7.15173
24.855,2.82467
24.85,-1.56991
24.85,-1.43628
24.85,-1.16977
24.85,-1.13134
24.85,-0.0876229
24.85,3.87223
24.85,8.07365
24.85,9.6682
24.85,10.3185
24.85,10.3507
24.85,10.5105
24.85,10.5152
24.85,10.5888
24.85,10.5914
24.848,7.6318
24.844,-1.20793
24.842,-1.54947
24.84,-1.12848
24.84,-1.12701
24.84,-1.00526
24.84,-0.979496
24.84,-0.956326
24.84,-0.60194
24.84,0.621521
24.84,1.07551
24.84,1.38186
24.84,4.73266
24.84,9.05553
24.84,10.3171
24.84,10.3203
24.84,10.4437
24.84,10.4626
24.84,10.5558
24.83,-1.16919
24.83,-0.999336
24.83,0.797221
24.83,1.51223
24.83,1.59078
24.83,5.47589
24.83,8.20329
24.825,-0.654402
24.822,-1.52745
24.82,-0.996992
24.82,-0.581208
24.82,-0.462772
24.82,2.71315
24.82,7.28995
24.82,8.57934
24.82,9.25245
24.82,9.323
24.82,9.70346
24.82,10.3321
24.82,10.3496
24.82,10.3685
24.82,10.525
24.82,10.5828
24.82,10.6156
24.82,10.6358
24.815,1.42722
24.815,4.05377
24.81,-1.62446
24.81,-1.44213
24.81,1.06014
24.81,1.8196
24.81,2.40765
24.81,5.59049
24.81,10.6518
24.809,6.40798
24.806,-1.53878
24.805,-0.669537
24.805,6.70242
24.8,-1.33959
24.8,-1.15889
24.8,-1.08934
24.8,-0.00572057
24.8,1.97409
24.8,4.54329
24.8,4.87373
24.8,8.00129
24.8,9.19075
24.8,9.32985
24.8,10.5138
24.8,10.5503
24.8,10.5541
24.8,10.7098
24.797,-1.37921
24.796,4.66191
24.792,6.05863
24.79,-1.59885
24.79,-1.28083
24.79,-1.04664
24.79,-0.402951
24.79,2.34179
24.79,3.25053
24.79,5.48463
24.79,6.43199
24.79,6.60119
24.79,8.78261
24.79,9.89241
24.79,10.3924
24.79,10.5253
24.788,-1.5028
24.78,-1.08229
24.78,-0.848364
24.78,-0.559709
24.78,0.177271
24.78,5.06749
24.78,10.3749
24.776,-1.3057
24.774,3.43081
24.773,0.962657
24.77,-1.50303
24.77,-1.46808
24.77,-1.3711
24.77,-0.880839
24.77,-0.81158
24.77,-0.757788
24.77,-0.0963972
24.77,10.2404
24.77,10.3502
24.77,10.718
24.764,2.9808
24.76,-1.089
24.76,-1.07424
24.76,-0.999134
24.76,0.498538
24.76,0.928851
24.76,1.08696
24.76,3.95725
24.76,4.13177
24.76,5.0727
24.76,5.21279
24.76,6.28427
24.76,7.51545
24.76,8.04994
24.76,10.1457
24.76,10.4418
24.76,10.484
24.76,10.6089
24.759,2.40776
24.756,-1.32019
24.753,8.14127
24.75,-1.50007
24.75,-1.46939
24.75,-1.44953
24.75,-1.243
24.75,-0.984519
24.75,-0.0783011
24.75,1.47185
24.75,1.57294
24.75,3.61469
24.75,3.95715
24.75,5.32715
24.75,5.35093
24.75,6.93341
24.75,9.1473
24.75,10.4669
24.75,10.7522
24.748,2.94795
24.746,-1.13122
24.74,-1.53364
24.74,-1.44165
24.74,2.27432
24.74,6.37824
24.74,6.64477
24.74,7.04895
24.74,8.69005
24.74,10.4117
24.74,10.4176
24.739,2.28673
24.736,-1.39798
24.736,-1.35532
24.736,-1.0894
24.736,0.690189
24.732,7.21328
24.731,-1.20807
24.73,-1.42492
24.73,-1.00146
24.73,0.230483
24.73,0.839282
24.73,1.78893
24.73,7.32064
24.73,10.4633
24.73,10.6183
24.729,2.67074
24.726,-1.39748
24.726,-1.32492
24.72,-0.108031
24.72,3.50995
24.72,5.89537
24.72,6.72859
24.72,8.37567
24.72,8.39784
24.72,8.55884
24.72,8.93607
24.72,10.1225
24.72,10.2684
24.719,-1.09438
24.718,-1.20739
24.716,-1.63337
24.716,-1.30764
24.716,7.64079
24.711,-1.21388
24.71,-1.25092
24.71,-1.12223
24.71,-1.04123
24.71,-0.985448
24.71,-0.855214
24.71,-0.631217
24.71,-0.585613
24.71,2.07543
24.71,6.71761
24.71,9.99155
24.71,10.2372
24.71,10.3416
24.71,10.3731
24.71,10.5646
24.708,-1.29586
24.708,-1.29003
24.706,-1.32969
24.706,-1.24037
24.7,-1.58393
24.7,-1.27185
24.7,-0.772263
24.7,-0.337595
24.7,3.38843
24.7,5.46474
24.7,10.2014
24.7,10.3792
24.7,10.4984
24.7,10.5254
24.7,10.5396
24.7,10.5538
24.7,10.6221
24.696,7.81084
24.69,-1.65318
24.69,-1.45812
24.69,0.178073
24.69,0.580005
24.69,1.55385
24.69,2.96513
24.69,6.75952
24.69,9.05225
24.69,10.0079
24.69,10.6697
24.687,2.61945
24.685,-1.29064
24.68,-1.26583
24.68,-0.6807
24.68,-0.66637
24.68,2.34543
24.68,2.41894
24.68,3.12299
24.68,6.53969
24.68,6.78976
24.68,7.05202
24.68,7.20681
24.68,7.93654
24.68,8.721
24.68,10.439
24.68,10.482
24.68,10.5214
24.68,10.6606
24.676,7.50553
24.67,-1.56739
24.67,-1.47016
24.67,-1.14954
24.67,-0.828295
24.67,-0.693611
24.67,-0.380902
24.67,0.604132
24.67,1.46926
24.67,2.25904
24.67,3.76654
24.67,6.28969
24.67,7.33702
24.67,10.1969
24.67,10.4271
24.67,10.5217
24.67,10.6184
24.666,-1.37299
24.666,5.10005
24.666,10.0744
24.663,-1.54704
24.66,-1.46202
24.66,-1.22028
24.66,-1.10724
24.66,-0.905109
24.66,-0.600802
24.66,-0.289871
24.66,1.79036
24.66,2.62201
24.66,5.13386
24.66,6.55248
24.66,9.24852
24.66,9.41117
24.66,10.3127
24.66,10.3799
24.66,10.4111
24.66,10.5286
24.66,10.7575
24.656,-0.876796
24.652,0.0786557
24.65,-0.872023
24.65,-0.263836
24.65,2.25269
24.65,5.66657
24.65,7.89305
24.65,8.22286
24.65,10.0659
24.65,10.2082
24.65,10.4326
24.65,10.4426
24.65,10.6757
24.65,10.718
24.64,-1.74147
24.64,-1.53364
24.64,-1.13178
24.64,-1.12027
24.64,1.66531
24.64,1.7751
24.64,5.30673
24.64,6.48704
24.64,10.1466
24.64,10.7425
24.636,0.299514
24.63,-1.33252
24.63,-1.02058
24.63,-0.99581
24.63,-0.766416
24.63,-0.416099
24.63,0.151619
24.63,7.52066
24.63,8.67185
24.63,9.20233
24.63,9.34484
24.63,10.1484
24.63,10.5249
24.627,0.0203546
24.621,-1.38698
24.62,-1.45305
24.62,-1.27813
24.62,-1.12339
24.62,-0.981071
24.62,-0.858011
24.62,-0.578666
24.62,-0.539773
24.62,5.1311
24.62,5.9008
24.62,7.87704
24.62,8.20834
24.62,8.97003
24.62,10.4086
24.62,10.4845
24.62,10.4856
24.62,10.599
24.616,-1.34586
24.615,0.240372
24.614,1.75435
24.612,-1.42328
24.61,-1.17564
24.61,-1.00386
24.61,-0.935728
24.61,2.98942
24.61,3.60229
24.61,8.28722
24.61,8.96538
24.61,8.97444
24.61,10.5818
24.61,10.7788
24.609,-1.3815
24.604,-1.40087
24.603,2.86334
24.6,-1.56875
24.6,-1.40585
24.6,0.187874
24.6,1.16569
24.6,6.67816
24.6,9.75736
24.6,10.0472
24.6,10.1654
24.6,10.2975
24.597,-0.697522
24.597,7.78036
24.592,-1.36943
24.59,-1.51007
24.59,-1.28063
24.59,-1.02974
24.59,-1.02603
24.59,-0.182509
24.59,9.95798
24.59,10.386
24.59,10.5724
24.59,10.6318
24.587,0.567602
24.58,-1.54298
24.58,-1.39337
24.58,-1.26456
24.58,1.2422
24.58,2.37345
24.58,3.39985
24.58,3.80652
24.58,6.98428
24.58,7.36583
24.58,8.30227
24.58,10.5505
24.577,-1.6302
24.574,1.27734
24.573,8.908
24.572,1.114
24.57,-1.35672
24.57,-0.999201
24.57,0.534443
24.57,1.5261
24.57,2.42845
24.57,2.44063
24.57,3.53596
24.57,6.63471
24.57,9.86843
24.57,10.5486
24.57,10.5763
24.567,5.33001
24.56,-1.14001
24.56,-0.888554
24.56,-0.49175
24.56,-0.34682
24.56,-0.137546
24.56,0.588394
24.56,1.28561
24.56,1.90378
24.56,5.46698
24.56,7.5541
24.56,9.50347
24.56,10.1306
24.56,10.2092
24.56,10.2371
24.56,10.3856
24.56,10.4952
24.557,-1.34149
24.556,0.423683
24.555,5.352
24.55,-1.49844
24.55,-0.0762583
24.55,1.16272
24.55,2.06474
24.55,2.12392
24.55,3.6793
24.55,7.77651
24.55,8.33464
24.55,9.96901
24.55,10.1335
24.55,10.2495
24.55,10.2823
24.55,10.6418
24.548,6.35452
24.54,-1.54132
24.54,-1.37392
24.54,-1.1264
24.54,-0.934325
24.54,-0.720465
24.54,6.63693
24.54,9.87364
24.54,10.1983
24.54,10.407
24.54,10.501
24.537,-1.14081
24.537,-1.05332
24.535,-1.24518
24.534,-1.52094
24.534,-0.223269
24.533,-1.31412
24.533,-1.22603
24.531,4.08998
24.53,-1.43635
24.53,-1.42425
24.53,-1.30438
24.53,-1.23655
24.53,-1.15171
24.53,-0.987604
24.53,-0.862044
24.53,-0.465444
24.53,3.68457
24.53,4.21394
24.53,6.72036
24.53,7.1423
24.53,8.34867
24.53,10.1946
24.53,10.5165
24.53,10.5636
24.529,2.08803
24.52,-1.36354
24.52,-1.18988
24.52,-1.17474
24.52,-1.06104
24.52,-0.998329
24.52,4.19091
24.52,6.56222
24.52,9.33706
24.52,10.0723
24.52,10.2931
24.52,10.4041
24.518,-1.36144
24.516,6.6522
24.514,-1.40916
24.51,-1.43037
24.51,-1.1515
24.51,-1.12831
24.51,-0.822451
24.51,-0.72889
24.51,1.56118
24.51,6.99547
24.51,7.84881
24.51,8.07938
24.51,10.3754
24.507,-1.52641
24.507,-1.39566
24.507,-1.32205
24.507,-1.13556
24.507,3.90742
24.5,-1.65209
24.5,-1.51194
24.5,-1.26531
24.5,-1.08804
24.5,-0.705787
24.5,-0.579582
24.5,0.0457758
24.5,2.54611
24.5,2.56373
24.5,3.49851
24.5,6.18881
24.5,8.05657
24.5,9.18405
24.5,9.7346
24.5,10.0126
24.5,10.1715
24.5,10.3502
24.5,10.4781
24.5,10.5016
24.497,-1.56896
24.497,-1.37913
24.49,-1.54651
24.49,-1.36425
24.49,2.2117
24.49,4.26355
24.49,4.37301
24.49,4.48818
24.49,8.55608
24.49,9.61873
24.488,0.445453
24.487,8.10428
24.485,-1.40565
24.484,1.72123
24.482,0.508829
24.48,-1.21978
24.48,-1.15052
24.48,1.28623
24.48,1.96066
24.48,8.53124
24.48,9.74732
24.48,10.5639
24.479,-0.0526042
24.477,-1.31806
24.477,-1.11275
24.477,-1.00992
24.477,3.91166
24.47,-1.50939
24.47,-1.42475
24.47,-1.25917
24.47,-0.0676245
24.47,0.0974809
24.47,1.59834
24.47,1.78116
24.47,4.43607
24.47,5.41441
24.47,6.60776
24.47,6.85901
24.47,7.91334
24.47,10.1477
24.469,-1.19932
24.467,-0.175275
24.46,-1.12787
24.46,2.03867
24.46,5.34861
24.46,5.72354
24.46,5.80373
24.46,6.2171
24.46,6.89615
24.46,7.00236
24.46,10.1312
24.46,10.2494
24.46,10.3547
24.46,10.4215
24.46,10.7026
24.457,-1.67597
24.457,1.77836
24.45,-1.46385
24.45,-1.28525
24.45,-1.05621
24.45,-0.997191
24.45,-0.848005
24.45,-0.730676
24.45,0.950976
24.45,4.15533
24.45,4.78123
24.45,8.26224
24.45,10.3053
24.45,10.5271
24.44,-1.25272
24.44,3.47393
24.44,5.1154
24.44,8.03205
24.44,8.10689
24.44,10.2784
24.436,-0.55076
24.435,4.18382
24.43,-1.30182
24.43,-1.08525
24.43,-0.998933
24.43,0.108039
24.43,1.01344
24.43,1.36624
24.43,2.28429
24.43,2.74496
24.43,3.07807
24.43,3.65708
24.43,6.0978
24.43,6.14416
24.43,7.49273
24.43,7.57614
24.43,9.31712
24.43,9.61365
24.43,10.5075
24.421,6.64105
24.42,-1.37197
24.42,-1.23353
24.42,-0.00335476
24.42,3.71486
24.42,5.08145
24.42,5.56126
24.42,6.88997
24.42,7.27943
24.42,8.88857
24.42,9.40335
24.42,10.4209
24.42,10.4226
24.42,10.521
24.42,10.5343
24.42,10.6365
24.41,-1.14431
24.41,-1.03584
24.41,-0.887321
24.41,-0.068071
24.41,1.66612
24.41,2.80113
24.41,8.06991
24.41,8.53992
24.41,10.4195
24.41,10.5249
24.41,10.6988
24.41,10.7222
24.408,-1.06544
24.408,3.24562
24.408,3.83716
24.4,-1.65433
24.4,-1.19736
24.4,-1.19558
24.4,-1.16267
24.4,1.17167
24.4,1.31198
24.4,1.68432
24.4,4.48176
24.4,9.41021
24.4,9.69811
24.4,10.4288
24.4,10.5061
24.4,10.5872
24.399,3.94994
24.398,2.28187
24.392,7.32812
24.39,-1.55913
24.39,-1.24106
24.39,-1.19992
24.39,5.0628
24.39,8.2917
24.39,8.69253
24.39,10.3115
24.388,-1.71804
24.38,-1.63912
24.38,-1.36693
24.38,-1.12855
24.38,-0.593162
24.38,0.213271
24.38,1.72479
24.38,2.20593
24.38,3.68923
24.38,4.7158
24.38,4.95145
24.38,6.04141
24.38,7.89386
24.38,10.5529
24.38,10.5679
24.378,-1.32522
24.37,-1.42617
24.37,-1.37464
24.37,-1.15735
24.37,-0.976235
24.37,-0.594698
24.37,0.979415
24.37,2.49081
24.37,4.79476
24.37,5.04201
24.37,7.61301
24.37,8.21817
24.37,8.22245
24.37,9.07797
24.37,10.4338
24.37,10.5348
24.368,4.93075
24.364,-0.34076
24.36,-1.44494
24.36,-1.40257
24.36,-1.34172
24.36,-1.12808
24.36,0.779722
24.36,6.59456
24.36,7.05895
24.36,7.45917
24.36,9.47995
24.36,9.74115
24.36,10.0704
24.358,-1.71737
24.358,-1.32657
24.358,4.03545
24.35,-1.56618
24.35,-1.49244
24.35,-1.32362
24.35,-1.20444
24.35,-0.797955
24.35,-0.779575
24.35,3.59601
24.35,3.73006
24.35,4.94912
24.35,7.21415
24.35,7.41866
24.35,7.47616
24.35,9.57748
24.35,10.2488
24.35,10.2566
24.35,10.3816
24.35,10.4916
24.35,10.5677
24.35,10.6026
24.348,0.332012
24.348,3.83052
24.347,3.74517
24.341,-1.30648
24.34,-1.42906
24.34,-1.38087
24.34,-0.270174
24.34,-0.00126154
24.34,4.87838
24.34,7.99554
24.34,8.98446
24.34,9.10303
24.34,10.094
24.34,10.1865
24.34,10.4947
24.33,-1.63377
24.33,-1.41904
24.33,-1.30752
24.33,-0.468245
24.33,-0.323329
24.33,1.04699
24.33,1.46444
24.33,3.90854
24.33,4.4025
24.33,5.44301
24.33,7.62255
24.33,10.2465
24.33,10.4824
24.33,10.5199
24.33,10.535
24.328,-0.722275
24.323,1.38756
24.32,-1.56566
24.32,-1.51222
24.32,-1.49506
24.32,-0.352012
24.32,0.273808
24.32,0.679724
24.32,1.97001
24.32,6.05376
24.32,7.75878
24.32,8.5637
24.32,9.00676
24.32,9.57205
24.32,9.84202
24.32,10.2596
24.32,10.4133
24.318,-1.34922
24.31,-1.44233
24.31,-1.00543
24.31,-0.398483
24.31,1.45298
24.31,3.20649
24.31,4.67074
24.31,5.31182
24.31,10.1012
24.31,10.3845
24.31,10.4364
24.31,10.4722
24.31,10.5459
24.3,-1.57327
24.3,-1.04258
24.3,-0.878373
24.3,4.295
24.3,5.43637
24.3,6.46952
24.3,6.66121
24.3,8.38628
24.3,8.69572
24.3,9.49878
24.3,9.96946
24.3,10.1732
24.3,10.5737
24.3,10.6756
24.3,10.686
24.298,-1.18202
24.295,-1.73776
24.29,-0.900518
24.29,0.922131
24.29,1.98864
24.29,2.29195
24.29,3.55502
24.29,7.09277
24.29,8.26112
24.29,8.34118
24.29,9.76119
24.29,10.1853
24.29,10.3008
24.29,10.3623
24.29,10.4486
24.288,-1.57128
24.282,2.48581
24.28,-1.40604
24.28,-1.17424
24.28,-1.071
24.28,-1.06264
24.28,-1.04264
24.28,-0.630886
24.28,-0.0147491
24.28,4.95043
24.28,7.66422
24.28,10.2253
24.28,10.3734
24.28,10.4576
24.278,-1.13568
24.278,2.0134
24.27,-1.52004
24.27,-1.29082
24.27,-1.21132
24.27,-1.02933
24.27,-1.01283
24.27,-1.00119
24.27,-0.910487
24.27,-0.903895
24.27,1.87495
24.27,2.74448
24.27,6.46394
24.27,7.63253
24.27,7.66707
24.27,8.51549
24.27,9.12366
24.27,9.34543
24.27,10.3581
24.27,10.4947
24.27,10.5518
24.26,-1.57821
24.26,-1.27711
24.26,-1.20631
24.26,-0.844571
24.26,-0.717232
24.26,-0.0458715
24.26,0.0428188
24.26,0.918418
24.26,1.86511
24.26,3.17653
24.26,5.01914
24.26,6.09511
24.26,7.87929
24.26,10.082
24.26,10.2249
24.26,10.314
24.26,10.3766
24.26,10.4184
24.26,10.6868
24.258,1.28845
24.252,-1.38927
24.251,-0.956367
24.25,-1.57692
24.25,-1.21032
24.25,-1.09257
24.25,-0.577377
24.25,-0.562215
24.25,-0.336256
24.25,3.89239
24.25,4.98961
24.25,5.95283
24.25,6.19864
24.25,7.77319
24.25,8.1376
24.25,10.4509
24.25,10.5727
24.249,-1.44873
24.247,-0.326497
24.243,-1.4521
24.241,5.69832
24.24,-1.34635
24.24,-1.17086
24.24,0.415828
24.24,1.82119
24.24,2.04444
24.24,4.29857
24.24,5.20311
24.24,9.76567
24.24,10.4154
24.238,-0.532878
24.237,-1.32524
24.236,-0.490715
24.23,-1.44627
24.23,-1.43534
24.23,-1.42926
24.23,-1.23728
24.23,-1.04469
24.23,-0.073486
24.23,0.645392
24.23,1.05923
24.23,1.91714
24.23,2.16091
24.23,2.22131
24.23,4.16052
24.23,5.3248
24.23,5.50562
24.23,6.69436
24.23,8.25133
24.23,8.46785
24.23,10.1719
24.23,10.3314
24.23,10.3655
24.23,10.5534
24.23,10.5826
24.229,-1.15292
24.224,1.73205
24.221,5.58446
24.22,-1.51398
24.22,-1.46393
24.22,-1.44012
24.22,-1.1588
24.22,-1.15211
24.22,-1.12151
24.22,-0.837479
24.22,-0.541054
24.22,0.500425
24.22,5.16089
24.22,6.38956
24.22,7.80373
24.22,9.77659
24.22,10.1431
24.22,10.2057
24.217,1.30721
24.21,-1.61407
24.21,-1.34149
24.21,-1.02718
24.21,-0.629379
24.21,-0.609599
24.21,-0.463859
24.21,-0.289478
24.21,8.34307
24.21,10.0757
24.21,10.2185
24.21,10.2244
24.21,10.3431
24.21,10.3562
24.21,10.4134
24.2,-1.54926
24.2,-1.39604
24.2,-0.654293
24.2,-0.541196
24.2,-0.179772
24.2,8.82098
24.2,9.26804
24.2,10.0601
24.2,10.4202
24.2,10.5822
24.2,10.6705
24.198,-0.434925
24.197,0.223539
24.194,-1.34837
24.192,-1.33974
24.19,-1.32043
24.19,-0.940515
24.19,-0.649229
24.19,-0.353624
24.19,-0.352323
24.19,1.55324
24.19,1.64234
24.19,3.71974
24.19,4.11909
24.19,4.16884
24.19,5.45533
24.19,6.27806
24.19,8.33105
24.19,9.94068
24.19,9.99471
24.19,10.0679
24.19,10.4718
24.19,10.4773
24.189,-1.48073
24.189,1.01359
24.189,4.43507
24.188,-0.856032
24.183,-1.33075
24.18,-1.38987
24.18,-1.08927
24.18,-0.876848
24.18,-0.60677
24.18,-0.43886
24.18,1.69832
24.18,5.08567
24.18,6.93091
24.18,7.06391
24.18,7.13508
24.18,8.41673
24.18,9.50004
24.18,9.82193
24.18,10.2704
24.18,10.5583
24.18,10.6551
24.17,-1.59796
24.17,-1.54016
24.17,-1.06565
24.17,-0.854706
24.17,-0.840875
24.17,-0.642643
24.17,-0.420316
24.17,-0.307201
24.17,-0.260445
24.17,0.0981334
24.17,0.992961
24.17,1.83362
24.17,2.65433
24.17,4.2861
24.17,7.28153
24.17,10.0787
24.17,10.2937
24.17,10.3746
24.17,10.4929
24.168,-1.44379
24.166,-1.31624
24.164,-1.36407
24.164,0.199799
24.16,-1.56788
24.16,-1.54052
24.16,-1.45158
24.16,-1.28489
24.16,-0.94392
24.16,-0.939229
24.16,4.56739
24.16,6.76115
24.16,9.72271
24.16,9.99945
24.16,10.3458
24.16,10.5536
24.159,-1.37955
24.154,6.9262
24.15,-0.959143
24.15,0.903448
24.15,2.11491
24.15,2.32063
24.15,2.64002
24.15,2.89598
24.15,3.68587
24.15,3.73112
24.15,5.67689
24.15,6.53552
24.15,10.4356
24.15,10.4384
24.15,10.5497
24.15,10.5547
24.15,10.635
24.149,7.30913
24.148,1.95546
24.14,-1.63472
24.14,-1.56389
24.14,-1.26954
24.14,-1.10531
24.14,-1.071
24.14,-0.609024
24.14,1.67808
24.14,2.06858
24.14,3.13334
24.14,4.90655
24.14,5.75987
24.14,8.53919
24.14,9.94932
24.14,10.1529
24.14,10.5527
24.138,-1.44134
24.137,-0.791019
24.131,0.0178655
24.13,-1.57794
24.13,-1.56754
24.13,-1.46224
24.13,-0.467859
24.13,1.6064
24.13,2.25937
24.13,2.3725
24.13,2.89888
24.13,8.63966
24.13,10.0249
24.13,10.1395
24.13,10.166
24.13,10.4963
24.13,10.528
24.129,4.49654
24.122,7.68825
24.12,-1.59502
24.12,-1.49842
24.12,-1.42845
24.12,-1.41026
24.12,-1.25332
24.12,-1.23634
24.12,-0.482484
24.12,1.01401
24.12,1.86661
24.12,7.55302
24.12,8.71254
24.12,10.0228
24.12,10.1758
24.12,10.3632
24.117,0.177732
24.11,-1.5544
24.11,-1.48599
24.11,-1.39315
24.11,-1.31906
24.11,-1.12762
24.11,-0.965858
24.11,-0.683097
24.11,0.318964
24.11,3.60878
24.11,5.97027
24.11,6.23235
24.11,9.28491
24.11,9.49427
24.11,10.2771
24.11,10.418
24.11,10.6574
24.1,-1.65281
24.1,-1.45354
24.1,-1.28038
24.1,-1.26879
24.1,-1.13304
24.1,-0.664965
24.1,-0.63922
24.1,1.01995
24.1,1.34021
24.1,4.03336
24.1,8.32897
24.1,10.0046
24.1,10.1398
24.099,-1.52073
24.099,-0.0875242
24.09,-1.7251
24.09,-1.41485
24.09,-1.4145
24.09,-1.18529
24.09,-1.09452
24.09,-1.04432
24.09,-0.89839
24.09,-0.890373
24.09,-0.266988
24.09,1.16489
24.09,3.40825
24.09,5.20097
24.09,10.5068
24.089,-1.23926
24.089,7.54597
24.08,-1.19817
24.08,-0.929968
24.08,0.222209
24.08,0.271511
24.08,2.56087
24.08,5.11373
24.08,5.85176
24.08,10.2351
24.08,10.4187
24.074,-1.46112
24.071,-0.122632
24.07,-1.43274
24.07,-1.36289
24.07,-0.922679
24.07,-0.709729
24.07,-0.338514
24.07,0.0898498
24.07,2.49053
24.07,2.78261
24.07,3.5718
24.07,3.81713
24.07,4.06788
24.07,4.08532
24.07,5.44095
24.07,8.39098
24.07,8.85754
24.07,8.94742
24.07,10.3761
24.07,10.5427
24.07,10.681
24.066,-1.26277
24.06,-1.16329
24.06,-0.996054
24.06,-0.732074
24.06,0.420348
24.06,5.52719
24.06,7.50277
24.06,7.97111
24.06,8.86667
24.06,10.2685
24.06,10.4857
24.06,10.5092
24.058,3.1952
24.05,-1.47726
24.05,-1.41318
24.05,-1.15218
24.05,-1.14669
24.05,-1.07408
24.05,1.26427
24.05,2.20665
24.05,3.66393
24.05,4.18161
24.05,8.16718
24.05,8.8524
24.05,9.02537
24.05,9.46434
24.05,9.88643
24.05,10.0017
24.05,10.0968
24.05,10.1878
24.05,10.1992
24.05,10.5178
24.05,10.5249
24.05,10.5839
24.05,10.6135
24.04,-1.47953
24.04,-1.42269
24.04,-1.31181
24.04,-1.0062
24.04,0.032889
24.04,0.949655
24.04,3.04295
24.04,4.87349
24.04,5.77192
24.04,8.73489
24.04,8.74717
24.04,9.38001
24.04,9.61221
24.04,10.3286
24.035,-1.41873
24.03,-1.64083
24.03,-1.57298
24.03,-1.50327
24.03,-1.19354
24.03,-1.18732
24.03,-1.05883
24.03,-0.785599
24.03,-0.780238
24.03,0.436984
24.03,1.12268
24.03,1.99829
24.03,2.38466
24.03,2.59726
24.03,4.18176
24.03,6.21039
24.03,8.20574
24.03,10.1116
