temp,c
20.78,-0.859914
20.78,-0.71736
20.78,-0.66135
20.78,2.03507
20.78,2.35337
20.78,5.42448
20.78,8.63652
20.78,8.89104
20.78,9.1103
20.78,9.65222
20.77,-0.637539
20.77,-0.423832
20.77,2.46969
20.77,3.76004
20.77,5.75983
20.77,6.71066
20.77,7.59073
20.77,9.3495
20.76,0.104645
20.76,0.859146
20.76,1.40255
20.76,1.86803
20.76,3.89657
20.76,4.5145
20.76,8.31978
20.76,9.56797
20.76,9.67944
20.76,9.69676
20.76,9.88855
20.75,-1.19019
20.75,-0.952986
20.75,-0.865663
20.75,0.389605
20.75,0.635945
20.75,3.30082
20.75,4.55896
20.75,7.05282
20.75,8.29879
20.75,9.89018
20.74,-1.20019
20.74,0.287326
20.74,4.77057
20.74,4.89162
20.74,8.36866
20.74,8.76714
20.74,9.52672
20.74,9.74371
20.74,9.78677
20.74,9.93468
20.73,-0.814097
20.73,0.34533
20.73,2.23255
20.73,6.56766
20.73,8.35238
20.73,9.77469
20.73,9.78749
20.72,-0.781516
20.72,1.07293
20.72,1.17147
20.72,2.8666
20.72,2.90931
20.72,5.07057
20.72,5.21435
20.72,7.24897
20.72,9.67938
20.72,9.68546
20.71,-0.868099
20.71,3.61814
20.71,9.54844
20.71,9.60163
20.701,1.59004
20.7,-1.26193
20.7,1.62293
20.7,1.87929
20.7,6.23164
20.7,8.58234
20.7,8.87905
20.7,9.79694
20.698,6.87176
20.69,0.335429
20.69,6.3008
20.69,7.52473
20.69,8.35711
20.69,8.49633
20.69,9.84079
20.69,9.96653
20.68,-0.925668
20.68,1.07212
20.68,1.10323
20.68,1.52501
20.68,2.78467
20.68,9.70395
20.68,9.84023
20.68,9.84981
20.67,-1.07953
20.67,-0.860253
20.67,-0.751918
20.67,-0.605607
20.67,0.701039
20.67,2.05293
20.67,4.14115
20.67,8.59031
20.67,9.5727
20.67,9.76855
20.67,10.0113
20.665,1.9567
20.66,1.15503
20.66,1.61944
20.66,5.27872
20.66,9.63241
20.66,9.7263
20.66,9.80882
20.66,9.88147
20.65,-0.785985
20.65,-0.430714
20.65,3.58717
20.65,4.84215
20.65,7.591
20.65,9.739
20.64,-1.07457
20.64,-0.727088
20.64,-0.552014
20.64,0.113876
20.64,0.276019
20.64,1.93425
20.64,3.29566
20.64,4.36094
20.64,6.54843
20.64,9.69199
20.64,9.7931
20.64,9.93129
20.63,1.18433
20.63,2.92498
20.63,4.1736
20.63,4.27629
20.63,6.15285
20.63,6.45835
20.63,9.83136
20.63,9.97318
20.62,-0.891746
20.62,-0.589967
20.62,0.180742
20.62,0.799769
20.62,0.920663
20.62,1.81266
20.62,3.58266
20.62,3.91738
20.62,5.69521
20.62,7.4061
20.62,8.39204
20.62,9.52178
20.61,-0.927315
20.61,0.449117
20.61,0.944329
20.61,1.49002
20.61,1.60442
20.61,2.18079
20.61,3.00347
20.61,3.83808
20.61,4.97893
20.61,7.15884
20.61,7.85294
20.61,9.55931
20.61,9.83381
20.606,-0.0585685
20.6,-1.26166
20.6,-0.732336
20.6,-0.134351
20.6,1.56165
20.6,1.7463
20.6,2.41516
20.6,4.26629
20.6,8.22276
20.593,5.9005
20.59,-1.06509
20.59,1.26958
20.59,1.91214
20.59,2.30237
20.59,2.34374
20.59,2.4559
20.59,4.01285
20.59,6.10668
20.59,6.83139
20.59,6.97766
20.59,7.40275
20.59,9.8719
20.58,-1.00537
20.58,-0.877411
20.58,0.645478
20.58,1.42916
20.58,4.44541
20.58,8.97814
20.58,9.57876
20.58,9.60928
20.574,9.2841
20.572,1.39664
20.57,-1.071
20.57,-0.963056
20.57,-0.138477
20.57,0.630489
20.57,1.33455
20.57,2.61276
20.57,4.26681
20.56,-0.760691
20.56,4.68687
20.56,9.05145
20.56,9.32067
20.56,9.75831
20.56,9.7728
20.55,-0.895155
20.55,0.723862
20.55,2.66856
20.55,4.04136
20.55,7.91467
20.55,9.154
20.55,9.82755
20.54,5.7669
20.54,8.32433
20.54,8.48452
20.54,9.47424
20.53,-0.981635
20.53,-0.202202
20.53,0.785522
20.53,2.15619
20.53,7.95996
20.53,9.29107
20.53,9.86667
20.52,0.307309
20.52,2.56951
20.52,4.1472
20.52,4.65094
20.52,6.24156
20.52,6.38364
20.52,9.69688
20.52,9.78428
20.52,9.9802
20.51,-1.03546
20.51,-0.929826
20.51,-0.706886
20.51,3.51184
20.51,5.20171
20.51,7.62903
20.51,8.2036
20.51,8.23744
20.51,9.92742
20.5,-1.02107
20.5,-0.905592
20.5,-0.795678
20.5,-0.368166
20.5,4.46095
20.5,5.21598
20.5,5.79961
20.49,-1.00175
20.49,-0.935181
20.49,2.24531
20.49,6.76461
20.49,7.70252
20.49,8.16965
20.49,9.70511
20.49,9.79645
20.48,-1.00131
20.48,-0.774826
20.48,-0.772091
20.48,-0.69846
20.48,-0.360597
20.48,1.33168
20.48,2.94869
20.48,3.81165
20.48,4.63305
20.48,5.57165
20.48,7.60476
20.48,9.41028
20.47,-1.30173
20.47,-0.988811
20.47,-0.985041
20.47,-0.889806
20.47,-0.431892
20.47,2.53354
20.47,7.66812
20.47,7.95014
20.47,8.60753
20.47,9.3083
20.47,9.51458
20.47,9.64519
20.46,-0.226374
20.46,0.897167
20.46,1.74208
20.46,1.90874
20.46,3.23015
20.46,4.89171
20.46,8.48068
20.46,8.98883
20.45,-1.03804
20.45,-0.802052
20.45,0.0839915
20.45,1.12101
20.45,2.26543
20.45,3.80859
20.45,3.958
20.45,9.46082
20.45,9.88077
20.448,-0.930452
20.44,-1.07838
20.44,-0.650352
20.44,0.399521
20.44,0.460273
20.44,0.658258
20.44,0.759197
20.43,-1.1388
20.43,-1.09747
20.43,-0.790196
20.43,0.394694
20.43,0.570086
20.43,1.77833
20.43,2.28347
20.43,3.1519
20.43,6.94813
20.43,7.06145
20.43,7.53839
20.43,9.38112
20.43,9.58324
20.42,-1.14192
20.42,-0.774691
20.42,1.31464
20.42,1.99613
20.42,8.10975
20.42,8.91388
20.42,8.95323
20.42,9.41603
20.42,9.51497
20.41,-1.11548
20.41,-0.793933
20.41,1.0818
20.41,1.40751
20.41,2.36037
20.41,3.67461
20.41,5.67464
20.41,6.91234
20.41,7.56888
20.41,9.71391
20.41,9.91991
20.4,-1.34136
20.4,-0.556644
20.4,0.679597
20.4,3.80567
20.4,7.03083
20.4,8.9216
20.4,9.54095
20.4,9.60716
20.39,-0.95285
20.39,-0.774759
20.39,-0.664847
20.39,-0.527196
20.39,1.29259
20.39,3.47036
20.39,4.03235
20.39,6.79305
20.39,8.61356
20.39,8.86457
20.387,1.49449
20.38,-1.19965
20.38,-1.00296
20.38,-1.00091
20.38,0.379443
20.38,1.20725
20.38,2.46835
20.38,3.79002
20.38,5.82603
20.38,9.55023
20.38,9.76471
20.37,-0.929441
20.37,-0.684214
20.37,-0.455118
20.37,2.19696
20.37,3.72696
20.37,3.92558
20.37,4.03851
20.37,7.09735
20.37,7.10004
20.37,8.54194
20.37,8.94834
20.37,9.40675
20.37,9.69186
20.37,9.75499
20.36,-0.942728
20.36,7.40467
20.36,7.59655
20.36,8.53463
20.36,9.21622
20.35,-1.08507
20.35,-1.07967
20.35,-0.879555
20.35,-0.8293
20.35,-0.771621
20.35,1.25239
20.35,6.49838
20.35,7.2328
20.35,8.41541
20.35,9.58117
20.35,9.90453
20.34,-0.95386
20.34,-0.434814
20.34,0.156509
20.34,1.20488
20.34,1.26047
20.34,1.60145
20.34,1.60469
20.34,3.16797
20.34,4.04502
20.34,5.08175
20.34,5.24852
20.34,9.82383
20.33,-1.00107
20.33,-0.658188
20.33,0.361262
20.33,1.94498
20.33,3.76886
20.33,5.46802
20.33,9.28465
20.33,9.6966
20.33,9.77362
20.33,9.77487
20.33,9.86412
20.325,-0.853269
20.32,-1.21213
20.32,-1.09264
20.32,-0.984007
20.32,-0.83818
20.32,-0.731933
20.32,-0.463176
20.32,0.153092
20.32,4.42526
20.32,7.47399
20.31,-0.794268
20.31,-0.652585
20.31,1.88532
20.31,4.2739
20.31,6.26151
20.31,6.97156
20.31,7.45345
20.31,9.58312
20.31,9.58993
20.31,9.66875
20.31,9.72941
20.3,-0.87837
20.3,-0.554442
20.3,-0.381151
20.3,0.516508
20.3,2.30873
20.3,2.43497
20.3,4.60592
20.3,7.23337
20.3,9.67326
20.29,-0.680674
20.29,0.00594889
20.29,0.834347
20.29,1.55987
20.29,2.54825
20.29,4.04683
20.29,9.70174
20.28,-1.27197
20.28,-0.750572
20.28,0.144932
20.28,0.707614
20.28,1.34356
20.28,2.01653
20.28,2.4703
20.28,6.5515
20.27,2.00349
20.27,4.83807
20.27,4.88355
20.27,9.59735
20.26,-1.00111
20.26,-0.894549
20.26,-0.735771
20.26,-0.395506
20.26,1.59318
20.26,1.85372
20.26,3.13004
20.26,8.30723
20.26,9.61546
20.25,-1.07967
20.25,-0.785464
20.25,-0.604968
20.25,0.0658999
20.25,4.26305
20.25,4.56019
20.25,5.73738
20.25,7.28431
20.25,7.71129
20.25,8.35063
20.25,8.49857
20.246,-0.495769
20.24,-0.660051
20.24,-0.395832
20.24,-0.0236641
20.24,0.053228
20.24,0.145649
20.24,2.33042
20.24,2.79307
20.24,3.11727
20.24,4.52503
20.24,5.20738
20.24,7.32831
20.24,8.36853
20.24,8.55918
20.24,8.88359
20.235,0.806829
20.23,-1.18061
20.23,-1.07953
20.23,-0.740616
20.23,-0.499394
20.23,0.0137661
20.23,0.0699028
20.23,0.414249
20.23,1.18661
20.23,4.90108
20.23,7.04851
20.23,7.21186
20.23,8.25822
20.22,-1.05066
20.22,-0.953548
20.22,-0.646259
20.22,3.40999
20.22,5.49136
20.22,7.4234
20.22,8.89611
20.22,9.55013
20.22,9.56553
20.22,9.57968
20.22,9.64033
20.22,9.66227
20.22,9.80869
20.22,9.90445
20.21,-0.894995
20.21,-0.731331
20.21,-0.541545
20.21,-0.360385
20.21,0.339881
20.21,0.718663
20.21,2.09527
20.21,2.45006
20.21,2.53499
20.21,3.01721
20.21,3.86169
20.21,4.10987
20.21,5.15854
20.21,6.91293
20.21,6.97661
20.21,9.61686
20.21,9.70664
20.2,-1.07981
20.2,-1.04485
20.2,-0.968249
20.2,-0.953689
20.2,-0.639713
20.2,-0.525283
20.2,0.299324
20.2,0.960723
20.2,3.69156
20.2,3.84546
20.2,6.67447
20.19,-0.860586
20.19,-0.795678
20.19,-0.297967
20.19,0.220961
20.19,0.41178
20.19,0.866331
20.19,1.68796
20.19,5.64975
20.19,6.28574
20.19,7.3701
20.19,8.38846
20.19,9.37257
20.19,9.657
20.19,9.71316
20.181,-0.782479
20.18,-1.06319
20.18,-1.05685
20.18,0.239367
20.18,3.87997
20.18,6.84086
20.18,7.53788
20.18,8.56155
20.18,9.48991
20.18,9.53922
20.18,9.64167
20.17,-0.189138
20.17,0.239485
20.17,0.909886
20.17,7.99503
20.17,9.07155
20.17,9.57228
20.17,9.65621
20.17,9.7685
20.16,-1.09225
20.16,-0.967371
20.16,-0.889735
20.16,-0.0825228
20.16,1.08538
20.16,1.31484
20.16,3.05935
20.16,4.43519
20.16,8.50164
20.16,8.82183
20.16,9.51722
20.16,9.61509
20.16,9.65189
20.15,-0.859211
20.15,-0.0746545
20.15,6.7033
20.15,7.55918
20.15,8.64151
20.15,9.62212
20.15,9.71152
20.15,9.72558
20.14,-1.1332
20.14,-1.03824
20.14,-0.875902
20.14,-0.771864
20.14,-0.748537
20.14,-0.481516
20.14,0.768409
20.14,7.6887
20.14,8.99199
20.14,9.32323
20.14,9.45898
20.14,9.63553
20.13,-1.19978
20.13,-1.10485
20.13,-1.01965
20.13,-0.795543
20.13,0.174231
20.13,1.07349
20.13,1.50238
20.13,2.15837
20.13,9.18804
20.13,9.45128
20.12,-0.980303
20.12,-0.589033
20.12,-0.586214
20.12,2.43003
20.12,3.5597
20.12,3.77444
20.12,4.45489
20.12,5.05463
20.12,5.58516
20.12,5.76391
20.12,7.17262
20.12,9.67503
20.12,9.88594
20.11,-1.21203
20.11,-0.827882
20.11,-0.372207
20.11,0.889766
20.11,3.76799
20.11,4.96292
20.11,5.80332
20.11,7.16342
20.11,8.70986
20.11,8.91434
20.11,9.62816
20.104,5.67844
20.1,-0.940731
20.1,-0.807702
20.1,-0.799094
20.1,-0.0430109
20.1,6.20416
20.1,7.83164
20.1,7.90162
20.09,-0.852521
20.09,-0.697588
20.09,-0.0186488
20.09,0.213781
20.09,2.0707
20.09,2.78491
20.09,3.10645
20.09,6.4399
20.09,6.51622
20.09,7.97162
20.09,9.60244
20.08,-0.859307
20.08,-0.715244
20.08,-0.714598
20.08,-0.613254
20.08,1.23182
20.08,3.29334
20.08,4.52709
20.08,4.79392
20.08,6.50916
20.08,8.02174
20.08,9.003
20.08,9.18033
20.08,9.6995
20.07,-0.807543
20.07,-0.676102
20.07,-0.645724
20.07,-0.642106
20.07,-0.564567
20.07,0.0388561
20.07,0.808479
20.07,1.08806
20.07,3.6013
20.07,3.78364
20.07,6.28665
20.07,9.52282
20.07,9.5445
20.06,-1.21831
20.06,-0.989718
20.06,-0.942471
20.06,2.16874
20.06,2.21721
20.06,2.29843
20.06,5.82356
20.06,9.02327
20.06,9.78684
20.06,9.83807
20.05,2.81525
20.05,3.26263
20.05,9.55555
20.05,9.59073
20.04,-0.752852
20.04,-0.115107
20.04,-0.107137
20.04,1.40154
20.04,4.6325
20.04,5.87115
20.04,9.38389
20.04,9.58592
20.03,-0.99586
20.03,-0.503561
20.03,0.776505
20.03,2.21778
20.03,4.42874
20.02,-0.346104
20.02,0.265462
20.02,0.292518
20.02,0.959538
20.02,1.33439
20.02,1.6847
20.02,7.08884
20.02,8.9947
20.02,9.57982
20.01,-1.14077
20.01,-0.951089
20.01,-0.860923
20.01,2.12256
20.01,2.89474
20.01,3.9257
20.01,5.49831
20.01,7.61046
20.01,7.79229
20.01,8.87352
20.01,8.98166
20.01,9.47892
20.01,9.81386
20,-0.960162
20,-0.912748
20,-0.890332
20,-0.867442
20,-0.800988
20,-0.750756
20,0.489492
20,4.29596
20,6.83294
20,7.10479
20,9.64616
19.99,-0.682027
19.99,-0.632804
19.99,-0.587175
19.99,-0.464278
19.99,1.84156
19.99,2.2481
19.99,2.79269
19.99,3.34308
19.99,3.47918
19.99,3.87139
19.99,7.12072
19.99,8.1056
19.99,8.60785
19.99,9.26614
19.99,9.47309
19.99,9.57676
19.98,-0.839999
19.98,-0.811373
19.98,-0.759806
19.98,-0.391937
19.98,-0.236528
19.98,0.505046
19.977,7.15177
19.97,-1.08999
19.97,0.0883512
19.97,2.91029
19.97,5.80534
19.96,-0.88288
19.96,-0.761773
19.96,-0.677146
19.96,0.562972
19.96,1.31959
19.96,6.51732
19.952,4.37252
19.95,-0.959161
19.95,-0.68456
19.95,5.79929
19.95,8.52457
19.94,-0.573751
19.94,-0.0741004
19.94,0.569512
19.94,0.844632
19.94,1.04097
19.94,2.57895
19.94,4.35617
19.94,6.65303
19.94,6.86678
19.94,6.895
19.94,8.52932
19.94,9.49093
19.93,-0.894481
19.93,-0.805163
19.93,0.467432
19.93,0.711357
19.93,3.47049
19.93,5.0215
19.93,7.73863
19.93,8.9161
19.93,8.9859
19.93,9.25347
19.93,9.53938
19.93,9.56857
19.93,9.67528
19.93,9.84405
19.92,-0.60375
19.92,-0.266058
19.92,0.0263377
19.92,0.809036
19.92,2.05191
19.92,6.52546
19.92,8.94808
19.92,8.96783
19.92,9.65073
19.91,-1.18896
19.91,-0.784273
19.91,-0.650354
19.91,-0.124972
19.91,0.0397214
19.91,0.423962
19.91,1.70499
19.91,1.86977
19.91,2.69
19.91,7.54955
19.91,7.71242
19.91,8.55479
19.91,9.40744
19.91,9.58353
19.9,-0.966865
19.9,-0.944299
19.9,-0.880902
19.9,-0.682226
19.9,0.460855
19.9,0.79086
19.9,4.44512
19.9,7.36473
19.9,9.60916
19.9,9.62867
19.89,-0.557263
19.89,0.508418
19.89,2.14684
19.89,2.3382
19.89,4.18797
19.89,4.42916
19.89,6.31738
19.89,7.59353
19.89,9.25947
19.89,9.45042
19.89,9.70835
19.88,-0.645924
19.88,-0.205443
19.88,0.265938
19.88,0.317032
19.88,1.65781
19.88,3.73867
19.88,5.48398
19.88,6.54562
19.873,3.4744
19.87,-0.80908
19.87,0.659257
19.87,0.957263
19.87,1.53422
19.87,2.02417
19.87,5.62505
19.87,6.39467
19.87,6.69038
19.87,8.70094
19.87,9.57806
19.87,9.66923
19.86,-0.991406
19.86,-0.977315
19.86,-0.975189
19.86,-0.830864
19.86,-0.518585
19.86,-0.053757
19.86,2.55722
19.86,4.08553
19.86,4.13683
19.86,6.12221
19.86,7.5803
19.86,9.57727
19.86,9.68585
19.85,-1.01269
19.85,-1.00746
19.85,-0.952477
19.85,-0.701552
19.85,6.87088
19.85,8.79519
19.85,9.1825
19.85,9.19346
19.85,9.71815
19.84,-1.1405
19.84,-0.985414
19.84,-0.875908
19.84,-0.317771
19.84,0.0147122
19.84,1.27804
19.84,1.81746
19.84,4.34922
19.84,6.31597
19.84,7.32417
19.834,3.24175
19.83,-1.24839
19.83,-0.529986
19.83,0.265872
19.83,1.86722
19.83,3.72714
19.83,7.09431
19.83,7.80354
19.83,9.34743
19.83,9.71147
19.82,-1.02249
19.82,-0.733609
19.82,-0.167257
19.82,1.08924
19.82,1.32747
19.82,1.51484
19.82,7.98703
19.81,-0.943597
19.81,-0.732862
19.81,-0.690442
19.81,-0.431314
19.81,3.85959
19.81,6.11513
19.81,9.44843
19.81,9.45811
19.81,9.78432
19.8,-0.034695
19.8,0.0500823
19.8,1.83584
19.8,2.07479
19.8,4.85074
19.8,6.96012
19.8,9.06412
19.8,9.40193
19.79,-0.853004
19.79,1.27752
19.79,1.37113
19.79,1.65436
19.79,2.54272
19.79,6.44086
19.79,7.16591
19.79,7.62382
19.79,8.28781
19.79,8.63293
19.79,9.19512
19.79,9.78244
19.78,-0.742565
19.78,1.63638
19.78,2.02556
19.78,2.14307
19.78,4.99886
19.78,7.05092
19.78,8.81615
19.78,9.05032
19.78,9.48194
19.78,9.55838
19.78,9.75608
19.77,0.606019
19.77,2.14965
19.77,6.74408
19.77,8.26229
19.77,8.54744
19.77,9.22329
19.77,9.43015
19.77,9.55456
19.77,9.59541
19.77,9.7943
19.76,2.34276
19.76,2.56469
19.76,4.18423
19.76,4.38075
19.76,5.91786
19.76,8.87962
19.76,9.21796
19.76,9.59451
19.76,9.70764
19.75,-0.608341
19.75,0.991475
19.75,3.81727
19.75,3.90073
19.75,5.96676
19.75,6.59169
19.75,7.53327
19.75,8.86673
19.75,9.52913
19.75,9.66712
19.74,-0.991068
19.74,-0.877219
19.74,-0.256056
19.74,1.31955
19.74,3.06982
19.74,3.46422
19.74,3.51585
19.74,4.07331
19.74,6.32388
19.73,1.86624
19.73,2.00937
19.73,3.8281
19.73,4.32612
19.73,6.05561
19.73,7.22201
19.72,-1.07504
19.72,-0.0422019
19.72,2.03155
19.72,2.26249
19.72,8.13311
19.72,9.67705
19.72,9.76221
19.72,9.80827
19.71,-1.30241
19.71,-1.02801
19.71,-0.976172
19.71,-0.662128
19.71,-0.594975
19.71,-0.539774
19.71,1.7949
19.71,3.11523
19.71,4.00078
19.71,9.47021
19.7,0.0334489
19.7,0.634892
19.7,1.43865
19.7,2.28876
19.7,2.55505
19.7,4.14511
19.7,8.41464
19.7,8.87424
19.7,9.20583
19.7,9.55629
19.69,-1.1334
19.69,-0.732224
19.69,-0.662641
19.69,-0.239803
19.69,-0.177815
19.69,0.830936
19.69,1.17713
19.69,4.54355
19.69,6.45139
19.69,8.89753
19.69,9.07309
19.69,9.11712
19.69,9.30015
19.69,9.46819
19.683,2.25693
19.68,-0.953999
19.68,-0.238407
19.68,0.0460809
19.68,2.027
19.68,3.69934
19.68,7.65417
19.68,9.20275
19.68,9.57401
19.68,9.58784
19.67,-1.14398
19.67,-0.75639
19.67,-0.174848
19.67,0.121472
19.67,2.79073
19.67,4.3725
19.67,6.18028
19.67,6.77142
19.67,9.36991
19.67,9.59631
19.67,9.59958
19.66,-1.12631
19.66,-0.930441
19.66,-0.839864
19.66,-0.821041
19.66,-0.600114
19.66,1.2659
19.66,1.80904
19.66,1.84967
19.66,3.25856
19.66,4.5978
19.66,6.05551
19.66,7.05382
19.66,9.44533
19.66,9.50125
19.66,9.66647
19.65,-0.774676
19.65,0.17153
19.65,1.08972
19.65,1.52788
19.65,2.43519
19.65,2.79021
19.65,4.48025
19.65,8.57918
19.65,9.1449
19.64,-0.168249
19.64,0.0969126
19.64,0.114411
19.64,0.21116
19.64,0.531926
19.64,3.51169
19.64,4.15966
19.64,4.19411
19.64,4.54194
19.64,4.77996
19.64,6.02118
19.64,6.23326
19.64,8.31857
19.64,9.32341
19.64,9.50526
19.63,-1.1382
19.63,-0.90594
19.63,-0.882352
19.63,-0.669349
19.63,-0.607406
19.63,1.31931
19.63,2.58021
19.63,3.43549
19.63,6.9623
19.63,8.5663
19.63,9.51404
19.62,-1.02893
19.62,-0.930721
19.62,-0.801295
19.62,-0.599496
19.62,-0.0593957
19.62,0.471069
19.62,0.635793
19.62,4.06047
19.62,5.05066
19.62,8.79776
19.62,9.792
19.61,-1.17865
19.61,-1.13989
19.61,-1.02027
19.61,-0.709827
19.61,1.49916
19.61,4.55538
19.61,4.94538
19.61,9.6265
19.6,1.15961
19.6,4.26937
19.6,6.04296
19.59,-0.966459
19.59,-0.924469
19.59,-0.705651
19.59,-0.277355
19.59,1.44055
19.59,1.72549
19.59,2.59149
19.59,3.14223
19.59,6.6966
19.59,8.70416
19.59,9.45094
19.58,-0.988055
19.58,-0.980959
19.58,-0.958955
19.58,-0.878354
19.58,-0.708835
19.58,-0.622137
19.58,1.66402
19.58,6.3764
19.58,8.30855
19.58,9.67672
19.58,9.69173
19.57,-0.712646
19.57,1.12315
19.57,1.62396
19.57,2.21743
19.57,2.62087
19.57,3.62063
19.57,3.65203
19.57,5.42419
19.57,8.17634
19.57,9.50596
19.56,-0.860107
19.56,-0.805493
19.56,-0.784899
19.56,-0.754792
19.56,-0.685498
19.56,-0.52238
19.56,0.20435
19.56,3.10496
19.56,3.2302
19.56,6.06253
19.56,7.7814
19.56,8.70713
19.56,9.27994
19.56,9.36802
19.56,9.42092
19.56,9.51646
19.56,9.57243
19.55,-0.878287
19.55,-0.78785
19.55,-0.684881
19.55,1.48991
19.55,6.17877
19.55,6.7557
19.548,8.23995
19.545,6.07867
19.54,-0.621435
19.54,-0.608475
19.54,-0.339136
19.54,2.09967
19.54,2.7154
19.54,2.73431
19.54,3.29839
19.54,3.87003
19.54,4.63742
19.54,5.90323
19.54,6.44706
19.54,7.93193
19.539,1.36397
19.53,-1.21511
19.53,-0.0221802
19.53,1.90009
19.53,2.18015
19.53,2.5979
19.53,3.50246
19.53,4.24023
19.53,5.07985
19.53,6.93306
19.53,7.25413
19.53,7.60962
19.53,7.93493
19.53,8.51033
19.53,9.54861
19.53,9.6562
19.52,-1.2059
19.52,2.53108
19.52,3.53802
19.52,3.81449
19.52,4.09933
19.52,4.65739
19.52,6.64392
19.52,9.13387
19.52,9.53863
19.52,9.54427
19.52,9.7787
19.51,-0.779762
19.51,-0.709938
19.51,0.322967
19.51,5.11186
19.51,7.97246
19.51,9.31763
19.51,9.54797
19.5,-1.32247
19.5,-0.991406
19.5,-0.818514
19.5,-0.725282
19.5,-0.119775
19.5,0.539216
19.5,0.837087
19.5,2.79178
19.5,3.82013
19.5,6.04625
19.5,6.9379
19.5,7.46277
19.5,7.93013
19.5,8.74468
19.5,9.43581
19.5,9.55994
19.49,-0.78407
19.49,-0.781567
19.49,-0.722482
19.49,-0.387612
19.49,2.15287
19.49,5.50808
19.49,7.18042
19.49,8.55915
19.49,9.52314
19.49,9.57674
19.49,9.70657
19.48,-1.04192
19.48,-0.997442
19.48,-0.915757
19.48,-0.853541
19.48,-0.685431
19.48,-0.163006
19.48,-0.112152
19.48,3.43673
19.48,4.29976
19.48,5.21063
19.48,8.03189
19.48,8.57244
19.48,8.86209
19.47,-0.968113
19.47,-0.579432
19.47,1.08663
19.47,1.18179
19.47,5.81708
19.47,9.3568
19.47,9.42184
19.46,-0.878354
19.46,-0.600181
19.46,-0.463786
19.46,-0.314994
19.46,0.946815
19.46,1.13854
19.46,1.43172
19.46,1.87962
19.46,2.16948
19.46,3.75759
19.46,5.65505
19.46,8.81879
19.46,9.32433
19.46,9.44583
19.45,-0.966932
19.45,-0.916201
19.45,-0.769002
19.45,1.03691
19.45,1.13155
19.45,2.28959
19.45,2.32752
19.45,3.337
19.45,3.48045
19.45,3.86965
19.45,7.82027
19.44,-0.965244
19.44,0.322588
19.44,1.01849
19.44,1.38971
19.44,1.96215
19.44,2.16193
19.44,2.52507
19.44,2.86752
19.44,2.9478
19.44,9.54894
19.43,-0.751217
19.43,-0.167242
19.43,1.17552
19.43,5.83275
19.43,6.16797
19.43,6.66928
19.43,7.31856
19.43,7.36089
19.43,9.34432
19.42,-0.662311
19.42,-0.578826
19.42,2.95193
19.42,3.05038
19.42,4.41005
19.42,6.20468
19.42,7.34635
19.42,7.7078
19.42,8.81729
19.42,9.42116
19.41,-0.819604
19.41,-0.687676
19.41,0.677853
19.41,1.59221
19.41,1.74173
19.41,3.42207
19.41,5.33123
19.41,9.04013
19.401,4.17871
19.4,-0.757792
19.4,1.95627
19.4,2.79017
19.4,5.17427
19.4,5.50741
19.4,5.7084
19.4,6.07214
19.4,7.26546
19.4,8.65968
19.4,9.28688
19.4,9.48217
19.39,-0.990932
19.39,-0.852456
19.39,-0.746483
19.39,0.123208
19.39,2.83529
19.39,4.13138
19.39,4.27949
19.39,8.11615
19.39,9.14202
19.38,-0.204969
19.38,2.18018
19.38,3.20886
19.38,4.4365
19.38,6.26365
19.38,7.38129
19.38,8.74778
19.38,8.84962
19.38,9.31831
19.38,9.49654
19.378,0.806787
19.37,0.524984
19.37,0.875891
19.37,2.72552
19.37,2.84449
19.37,3.06827
19.37,5.11524
19.37,7.30133
19.37,7.39139
19.37,8.83782
19.37,8.87539
19.37,9.35371
19.36,-1.18981
19.36,-0.665992
19.36,0.870428
19.36,1.11853
19.36,1.73586
19.36,2.56325
19.36,4.76489
19.36,6.31395
19.36,6.53998
19.36,6.76037
19.36,9.37312
19.35,-0.847719
19.35,-0.793029
19.35,-0.466344
19.35,0.873741
19.35,1.25151
19.35,1.31155
19.35,1.79609
19.35,2.21002
19.35,5.40428
19.35,7.36701
19.35,7.90696
19.35,8.7526
19.35,9.35933
19.34,-0.8684
19.34,-0.813837
19.34,-0.375953
19.34,-0.324643
19.34,0.238503
19.34,3.04714
19.34,8.06578
19.34,8.78258
19.34,9.61467
19.33,-0.387272
19.33,1.78855
19.33,3.57485
19.33,5.83336
19.33,6.32802
19.33,8.68642
19.33,9.39293
19.33,9.40932
19.326,-0.589198
19.32,-0.869723
19.32,-0.866809
19.32,-0.709196
19.32,-0.311246
19.32,-0.108094
19.32,-0.0360901
19.32,0.819386
19.32,4.76834
19.32,9.41649
19.32,9.61536
19.315,2.07987
19.31,-0.942989
19.31,-0.93807
19.31,-0.874051
19.31,-0.792923
19.31,-0.419243
19.31,-0.176393
19.31,0.0455789
19.31,2.39223
19.31,3.18093
19.31,3.70277
19.31,5.97287
19.31,8.89975
19.31,9.59647
19.3,-0.460924
19.3,0.237518
19.3,1.62368
19.3,1.74659
19.3,4.10998
19.3,6.00548
19.3,6.33279
19.3,7.0872
19.29,-0.454815
19.29,-0.118556
19.29,1.62644
19.29,4.39215
19.29,5.98242
19.28,-0.963629
19.28,-0.867277
19.28,-0.838383
19.28,-0.785329
19.28,-0.709196
19.28,-0.708927
19.28,-0.684948
19.28,-0.352337
19.28,2.4024
19.28,3.51469
19.28,4.91957
19.28,7.7396
19.27,-0.733609
19.27,-0.68207
